,Hill coefficient,IC50,protocol
0,0.5529512319745837,8.232273454666043,Milnes
0,0.7431424054493588,20.46741550928938,Pneg80
0,0.6725193649780707,7.179674538231949,P0
0,0.6963805661896082,18.314889989988547,P40
