,0,1,drug concentration
0,262.1,262.1,0.1
1,263.1,263.1,0.1528306732658769
2,264.70000000000005,264.70000000000005,0.23357214690901226
3,267.0,267.0,0.35696988468260643
4,270.5,270.5,0.5455594781168519
5,275.6,275.6,0.8337822234717891
6,283.1,283.1,1.2742749857031335
7,293.90000000000003,293.90000000000003,1.9474830399087562
8,308.90000000000003,308.90000000000003,2.9763514416313175
9,329.20000000000005,329.20000000000005,4.548777947003775
10,355.6,355.6,6.951927961775605
11,388.70000000000005,388.70000000000005,10.624678308940409
12,428.70000000000005,428.70000000000005,16.23776739188721
13,474.9,474.9,24.816289228368237
14,525.7,525.7,37.926901907322495
15,579.4000000000001,579.4000000000001,57.963939533849675
16,634.1,634.1,88.58667904100822
17,688.4000000000001,688.4000000000001,135.38761800225433
18,424.3,1000.0,206.9138081114788
19,1000.0,416.40000000000003,316.22776601683796
