,APD,drug concentration
0,278.90000000000003,0.1
1,280.20000000000005,0.1528306732658769
2,282.20000000000005,0.23357214690901226
3,285.1,0.35696988468260643
4,289.40000000000003,0.5455594781168519
5,295.70000000000005,0.8337822234717891
6,304.70000000000005,1.2742749857031335
7,317.5,1.9474830399087562
8,335.0,2.9763514416313175
9,358.0,4.548777947003775
10,387.0,6.951927961775605
11,421.8,10.624678308940409
12,461.70000000000005,16.23776739188721
13,505.4,24.816289228368237
14,551.4,37.926901907322495
15,598.4000000000001,57.963939533849675
16,645.5,88.58667904100822
17,691.9000000000001,135.38761800225433
18,1000.0,206.9138081114788
19,1000.0,316.22776601683796
