,APD,drug concentration
0,278.3,0.1
1,279.3,0.1528306732658769
2,280.90000000000003,0.23357214690901226
3,283.20000000000005,0.35696988468260643
4,286.6,0.5455594781168519
5,291.70000000000005,0.8337822234717891
6,299.20000000000005,1.2742749857031335
7,310.0,1.9474830399087562
8,324.90000000000003,2.9763514416313175
9,345.20000000000005,4.548777947003775
10,371.6,6.951927961775605
11,404.90000000000003,10.624678308940409
12,444.90000000000003,16.23776739188721
13,491.0,24.816289228368237
14,541.5,37.926901907322495
15,594.7,57.963939533849675
16,648.9000000000001,88.58667904100822
17,702.3000000000001,135.38761800225433
18,1000.0,206.9138081114788
19,1000.0,316.22776601683796
