,Hill coefficient,IC50,protocol
0,1.3016663609832058,389033.28406629164,Milnes
0,1.2171040060884848,143704.11408475263,Pneg80
0,1.306864323365794,337086.32528520736,P0
0,1.6130855095805186,25825028.076646443,P40
