,Hill coefficient,IC50,protocol
0,1.3013731815418155,387989.830065817,Milnes
0,1.2191997852840455,147520.77648738676,Pneg80
0,1.3066812780622012,336405.9892702556,P0
0,1.613771245928181,26007467.083210018,P40
