,drug_conc,SD,CS
0,0.1,0.06946888029767974,0.06915531964062574
1,0.16237767391887217,0.06934664130342545,0.06887601922495905
2,0.26366508987303583,0.06915188877789896,0.06844899300531511
3,0.42813323987193935,0.06884309151607111,0.06779951202928312
4,0.6951927961775606,0.06835620941305917,0.06682160582910372
5,1.1288378916846888,0.06759561142105024,0.06536863658261315
6,1.8329807108324356,0.06642553285921202,0.06325237684486029
7,2.9763514416313175,0.06466966426995925,0.060258319441407464
8,4.832930238571752,0.06212773826136708,0.0561885788766952
9,7.847599703514611,0.05864380320211546,0.05093967799584872
10,12.742749857031335,0.0542166492703772,0.044591526143297644
11,20.6913808111479,0.04910620302528659,0.03744445609997716
12,33.59818286283781,0.04381723092844736,0.029952467090925326
13,54.555947811685144,0.03890993336392755,0.022562592003842398
14,88.58667904100822,0.03478259892327778,0.01553860022778389
15,143.8449888287663,0.031583085489930676,0.008717523599753049
16,233.57214690901213,0.029255884409307698,-0.0004017047608505729
17,379.2690190732246,0.02764211959704453,-0.019978350423496372
18,615.8482110660261,0.026561312800234937,-0.018928803319714194
19,1000.0,0.02585428933559481,-0.03635230335880803
