,0,1,drug concentration
0,277.5,277.5,0.1
1,278.1,278.1,0.16237767391887217
2,279.1,279.1,0.26366508987303583
3,280.70000000000005,280.70000000000005,0.42813323987193935
4,283.20000000000005,283.20000000000005,0.6951927961775606
5,287.20000000000005,287.20000000000005,1.1288378916846888
6,293.3,293.3,1.8329807108324356
7,302.40000000000003,302.40000000000003,2.9763514416313175
8,315.8,315.8,4.832930238571752
9,334.3,334.3,7.847599703514611
10,358.20000000000005,358.20000000000005,12.742749857031335
11,386.5,386.5,20.6913808111479
12,416.8,416.8,33.59818286283781
13,446.0,446.0,54.555947811685144
14,471.4,471.4,88.58667904100822
15,491.5,491.5,143.8449888287663
16,506.4,506.4,233.57214690901213
17,516.8000000000001,516.8000000000001,379.2690190732246
18,523.8000000000001,523.8000000000001,615.8482110660261
19,528.4,528.4,1000.0
