,Hill coefficient,IC50,protocol
0,0.7983811303071782,10367.485262311993,Milnes
0,0.8418283383586165,18222.356519876226,Pneg80
0,0.7970114315252093,10064.356829251608,P0
0,0.8279799678003993,26686.63402687645,P40
