,param_id,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,drug_conc_Hill,peak_current,drug_conc_Hill,peak_current,drug_conc_Hill,peak_current,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,peak_current,peak_current,peak_current,drug_conc_Hill,peak_current,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance
,param_id,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,Hill_coef,IC50,Vhalf,Kmax,Ku,N,EC50,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,RMSE,ME,conc_12,conc_13,conc_12,conc_13,conc_14,conc_14,conc_15,conc_15,conc_16,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_22,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29
0,1000.0,0.0,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.9801702449313532,0.940001952355534,0.832339656913451,0.6114757799667857,0.3323321654673566,0.1346738135580105,0.0454606462714867,0.0150417846453672,0.0045172884777247,0.0010776036862277,0.0,1.0024899443987794,0.004901108691463,-219.45,435.1869486529291,0.09967,1.0,1.0,0.0001,0.0001832980710832,0.0003359818286283,0.000615848211066,0.0011288378916846,0.0020691380811147,0.0037926901907322,0.0069519279617756,0.0127427498570313,0.0233572146909012,0.0428133239871939,0.078475997035146,0.1438449888287662,0.2636650898730358,0.4832930238571752,0.8858667904100823,1.623776739188721,2.97635144163132,5.455594781168514,10.0,263.90000000000003,266.90000000000003,272.40000000000003,282.40000000000003,299.8,329.1,375.1,439.1,515.2,592.9000000000001,665.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,263.1,265.6,269.90000000000003,277.6,290.70000000000005,312.1,344.70000000000005,390.0,446.9,512.0,580.9000000000001,650.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,44.86255778384791,31.727272727272734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1001.0,0.0,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.9801672609873364,0.9400001328530354,0.8323094226382453,0.6114727392822922,0.3323198342903136,0.1346739410494645,0.0454696489401953,0.0150792515691926,0.0045252745031883,0.0010794250779659,0.0,1.002438515604427,0.0049022141051635,-219.45,435.1869486529291,0.1292205265306377,1.0,1.0,0.0001,0.0001832980710832,0.0003359818286283,0.000615848211066,0.0011288378916846,0.0020691380811147,0.0037926901907322,0.0069519279617756,0.0127427498570313,0.0233572146909012,0.0428133239871939,0.078475997035146,0.1438449888287662,0.2636650898730358,0.4832930238571752,0.8858667904100823,1.623776739188721,2.97635144163132,5.455594781168514,10.0,263.90000000000003,267.0,272.6,282.5,300.0,329.40000000000003,375.3,439.2000000000001,515.2,592.9000000000001,665.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,263.1,265.6,269.90000000000003,277.6,290.70000000000005,312.1,344.70000000000005,390.0,446.9,512.0,580.8000000000001,650.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,44.91850195834473,31.845454545454547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1002.0,0.0,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.9801665324697983,0.9399847924223448,0.8323167738217766,0.6114714112822086,0.3323288525416354,0.134670778491816,0.0454767348312655,0.0151091526125712,0.0045332151780728,0.0010809573350458,0.0,1.0024132262664327,0.0049029485028788,-219.45,435.1869486529291,0.1675323013630505,1.0,1.0,0.0001,0.0001832980710832,0.0003359818286283,0.000615848211066,0.0011288378916846,0.0020691380811147,0.0037926901907322,0.0069519279617756,0.0127427498570313,0.0233572146909012,0.0428133239871939,0.078475997035146,0.1438449888287662,0.2636650898730358,0.4832930238571752,0.8858667904100823,1.623776739188721,2.97635144163132,5.455594781168514,10.0,263.90000000000003,267.0,272.70000000000005,282.70000000000005,300.20000000000005,329.6,375.5,439.3,515.2,592.9000000000001,665.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,263.1,265.6,269.90000000000003,277.6,290.70000000000005,312.1,344.70000000000005,390.0,446.9,512.0,580.8000000000001,650.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,44.95431013818365,31.93636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1003.0,0.0,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.9801800800081713,0.9399162713934124,0.8323138153262548,0.6114554830341054,0.3323225257599218,0.1346658009686564,0.0454808607352909,0.0151346922908715,0.0045396836905404,0.0010823745147276,0.0,1.0023470106520704,0.0049043587460242,-219.45,435.1869486529291,0.2172028914720866,1.0,1.0,0.0001,0.0001832980710832,0.0003359818286283,0.000615848211066,0.0011288378916846,0.0020691380811147,0.0037926901907322,0.0069519279617756,0.0127427498570313,0.0233572146909012,0.0428133239871939,0.078475997035146,0.1438449888287662,0.2636650898730358,0.4832930238571752,0.8858667904100823,1.623776739188721,2.97635144163132,5.455594781168514,10.0,264.0,267.1,272.70000000000005,282.8,300.40000000000003,329.8,375.6,439.3,515.3000000000001,592.9000000000001,665.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,263.1,265.6,269.90000000000003,277.6,290.70000000000005,312.1,344.70000000000005,390.0,446.9,512.0,580.8000000000001,650.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,44.98686677040515,32.01818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1004.0,0.0,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.9808249895498434,0.9399860139014998,0.8323147794824156,0.6114525159422233,0.3323238497701047,0.1346726575975005,0.0454863777797504,0.0151536175821033,0.0045451847883058,0.0010834493593927,0.0,1.0026460394785748,0.00489717951074,-219.45,435.1869486529291,0.2816,1.0,1.0,0.0001,0.0001832980710832,0.0003359818286283,0.000615848211066,0.0011288378916846,0.0020691380811147,0.0037926901907322,0.0069519279617756,0.0127427498570313,0.0233572146909012,0.0428133239871939,0.078475997035146,0.1438449888287662,0.2636650898730358,0.4832930238571752,0.8858667904100823,1.623776739188721,2.97635144163132,5.455594781168514,10.0,264.0,267.1,272.8,282.90000000000003,300.5,329.90000000000003,375.7000000000001,439.4,515.3000000000001,592.9000000000001,665.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,263.1,265.6,269.90000000000003,277.6,290.70000000000005,312.1,344.70000000000005,390.0,446.9,512.0,580.9000000000001,650.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,44.99314089139286,32.06363636363637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1005.0,0.0,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,1.0,0.9864926378363036,0.95856346426148,0.8801291668769263,0.701333846433824,0.438571358512994,0.2338099504069601,0.1389781408481635,0.092049688523895,0.0547348764095111,0.024088992638944,0.0077420988418752,0.8331331355196395,0.0027804760691652,-219.45,3391.613185491529,1.7900000000000005e-05,1.0,1.0,1e-05,2.06913808111479e-05,4.281332398719396e-05,8.858667904100833e-05,0.0001832980710832,0.0003792690190732,0.0007847599703514,0.0016237767391887,0.0033598182862837,0.0069519279617756,0.0143844988828766,0.0297635144163131,0.0615848211066026,0.1274274985703132,0.2636650898730355,0.5455594781168515,1.1288378916846884,2.3357214690901213,4.832930238571752,10.0,261.6,263.0,266.0,272.20000000000005,284.5,308.40000000000003,351.1,418.0,505.9,602.6,697.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,263.8,266.8,272.0,281.20000000000005,296.8,321.5,358.1,407.3,467.2000000000001,533.7,602.8000000000001,671.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,37.94213297306113,14.509090909090895,3.1622776601683795,10.0,0.0018489059553754,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1006.0,0.0,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,1.0,0.98784123333253,0.9628021108956852,0.8928830311337614,0.7357138349492037,0.5115473666212101,0.3366006177920354,0.2327487631437244,0.1482742258143604,0.0706697054272782,0.0232637968989674,0.0061408434944638,0.6837058023426782,0.0111152020882781,-219.45,3391.613185491529,4.617607212716914e-05,1.0,1.0,1e-05,2.06913808111479e-05,4.281332398719396e-05,8.858667904100833e-05,0.0001832980710832,0.0003792690190732,0.0007847599703514,0.0016237767391887,0.0033598182862837,0.0069519279617756,0.0143844988828766,0.0297635144163131,0.0615848211066026,0.1274274985703132,0.2636650898730355,0.5455594781168515,1.1288378916846884,2.3357214690901213,4.832930238571752,10.0,261.5,263.0,266.0,272.1,284.3,308.0,350.70000000000005,418.1,507.7000000000001,607.3000000000001,706.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,265.20000000000005,268.40000000000003,273.5,281.40000000000003,293.6,311.8,337.40000000000003,371.4,413.8,463.2000000000001,517.3000000000001,573.7,630.4000000000001,686.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,78.5503660080588,40.7090909090909,3.1622776601683795,10.0,0.0013486790215522,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1007.0,0.0,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,1.0,0.9714724174528744,0.9187401240494554,0.8019259284599125,0.633136439678746,0.474867568439853,0.3273833743500579,0.1752909490752432,0.0626658635891037,0.0162105378573803,0.0038594040180294,0.000828735090725,0.6684025634420887,0.0193682818124525,-219.45,3391.613185491529,0.0001191189741393,1.0,1.0,3.1622776601683795e-05,6.158482110660267e-05,0.0001199353946209,0.000233572146909,0.0004548777947003,0.00088586679041,0.001725210549942,0.0033598182862837,0.0065431891297129,0.0127427498570313,0.0248162892283682,0.0483293023857175,0.0941204967268067,0.1832980710832437,0.3569698846826062,0.6951927961775606,1.3538761800225445,2.6366508987303607,5.13483290743756,10.0,264.5,268.5,276.1,290.5,316.6,360.5,426.7000000000001,513.0,610.8000000000001,717.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,267.6,271.6,277.6,286.6,299.6,317.8,342.3,373.7000000000001,411.7000000000001,455.5,503.30000000000007,553.4,604.3000000000001,654.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,117.07539024064792,74.09,10.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1008.0,0.0,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,1.0,0.9786067352329136,0.9404984334936616,0.8552191328725105,0.7164740660282842,0.5408354862903143,0.3352825164390857,0.1458569427976488,0.0419871905584654,0.0098852049375827,0.0023511514179313,0.0005081496116956,0.7788788835376553,0.0125552725146366,-219.45,3391.613185491529,0.0003072875051156,1.0,1.0,3.1622776601683795e-05,6.158482110660267e-05,0.0001199353946209,0.000233572146909,0.0004548777947003,0.00088586679041,0.001725210549942,0.0033598182862837,0.0065431891297129,0.0127427498570313,0.0248162892283682,0.0483293023857175,0.0941204967268067,0.1832980710832437,0.3569698846826062,0.6951927961775606,1.3538761800225445,2.6366508987303607,5.13483290743756,10.0,264.5,268.5,276.3,290.8,317.5,363.1,433.6,529.7,643.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,263.90000000000003,266.3,270.3,276.90000000000003,287.3,303.3,326.70000000000005,359.0,400.7000000000001,450.5,506.1,564.7,624.0,682.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,107.57082937922034,70.32222222222222,10.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
