,Hill coefficient,IC50,protocol
0,0.8581286839053349,353.9554581330975,Milnes
0,0.8887644165192208,521.7246306892501,Pneg80
0,0.8638597972729993,345.137066001347,P0
0,0.9287592512677377,1071.6488512261606,P40
