,0,1,drug concentration
0,276.6,276.6,10.0
1,276.8,276.8,17.25210549942041
2,277.0,277.0,29.76351441631318
3,277.5,277.5,51.34832907437552
4,278.20000000000005,278.20000000000005,88.58667904100822
5,279.5,279.5,152.83067326587687
6,281.6,281.6,263.6650898730358
7,285.1,285.1,454.87779470037776
8,290.90000000000003,290.90000000000003,784.7599703514607
9,300.20000000000005,300.20000000000005,1353.8761800225432
10,314.70000000000005,314.70000000000005,2335.7214690901214
11,336.40000000000003,336.40000000000003,4029.6113202004
12,367.0,367.0,6951.927961775606
13,407.20000000000005,407.20000000000005,11993.539462092356
14,456.0,456.0,20691.3808111479
15,511.20000000000005,511.20000000000005,35696.98846826063
16,569.8000000000001,569.8000000000001,61584.82110660255
17,629.4000000000001,629.4000000000001,106246.7830894041
18,688.3000000000001,688.3000000000001,183298.07108324338
19,1000.0,422.70000000000005,316227.7660168379
