,0,1,drug concentration
0,260.40000000000003,260.40000000000003,10.0
1,260.6,260.6,17.25210549942041
2,260.90000000000003,260.90000000000003,29.76351441631318
3,261.40000000000003,261.40000000000003,51.34832907437552
4,262.20000000000005,262.20000000000005,88.58667904100822
5,263.6,263.6,152.83067326587687
6,266.0,266.0,263.6650898730358
7,269.90000000000003,269.90000000000003,454.87779470037776
8,276.5,276.5,784.7599703514607
9,287.3,287.3,1353.8761800225432
10,305.1,305.1,2335.7214690901214
11,333.1,333.1,4029.6113202004
12,374.20000000000005,374.20000000000005,6951.927961775606
13,428.1,428.1,11993.539462092356
14,489.70000000000005,489.70000000000005,20691.3808111479
15,551.4,551.4,35696.98846826063
16,607.9000000000001,607.9000000000001,61584.82110660255
17,656.5,656.5,106246.7830894041
18,696.1,696.1,183298.07108324338
19,1000.0,421.6,316227.7660168379
