,Hill coefficient,IC50,protocol
0,0.899332911558414,10.211379909311765,Milnes
0,1.0974190256373766,14.59987467417304,Pneg80
0,0.9726912443574207,6.1242837074337215,P0
0,0.9880439233015341,12.439722945742034,P40
