,drug_conc,SD,CS
0,0.1,0.06967304565607496,0.06967314415890583
1,0.26366508987303583,0.06967331709927006,0.06967326447458115
2,0.6951927961775606,0.06967312958168524,0.06967301516545904
3,1.8329807108324356,0.06967283463799893,0.06967296375787173
4,4.832930238571752,0.0696725501114579,0.06967211459929984
5,12.742749857031335,0.06967088046307914,0.06967029684069857
6,33.59818286283781,0.06966580725512708,0.06966244215439538
7,88.58667904100822,0.06964644224792733,0.06963581047463327
8,233.57214690901213,0.06957879526484091,0.06954150548777184
9,615.8482110660261,0.06934120483918642,0.06921146124752812
10,1623.776739188721,0.0685133234690156,0.06807261126738677
11,4281.332398719395,0.06575153071381759,0.06435822870621292
12,11288.378916846883,0.05776819181150297,0.05414446773017352
13,29763.51441631313,0.04205902932256117,0.03512958625787505
14,78475.99703514607,0.02571892799794751,0.014141860839650532
15,206913.808111479,0.016410357848697227,-0.019456015275137923
16,545559.4781168514,0.012653499007184078,-0.10507987073048945
17,1438449.88828766,0.01139445903216999,-0.10590437049487288
18,3792690.190732246,0.011015279498163638,-0.10634353767417273
19,10000000.0,0.010905752144300679,-0.10649182737043328
