,drug_conc,SD,CS
0,0.1,0.0696654239440788,0.06966519503635248
1,0.2198392648862289,0.0696574413717799,0.06965686376728976
2,0.4832930238571753,0.06964212859818715,0.06963961307334891
3,1.0624678308940414,0.06961076525087141,0.06960507032122124
4,2.3357214690901227,0.06954795255398404,0.06953442785355933
5,5.134832907437552,0.0694212312766355,0.0693920925941764
6,11.288378916846895,0.06916764242088355,0.06910289433811623
7,24.816289228368262,0.068660462701909,0.06852170567765661
8,54.5559478116852,0.0676536956007519,0.0673711753800556
9,119.93539462092343,0.06568247291935725,0.06515274467371096
10,263.6650898730358,0.06193654691410971,0.061091994920285976
11,579.6393953384967,0.05524700831091798,0.054308102075368674
12,1274.2749857031347,0.04467001461070679,0.04447428753714299
13,2801.35676119887,0.030809273679250345,0.03258887650430251
14,6158.482110660267,0.015723967927655732,0.02054455919078069
15,13538.761800225446,-0.01716560690482575,0.0093193386648597
16,29763.51441631319,-0.01695143703686964,-0.02589882773771691
17,65431.89129712969,-0.10290729965199714,-0.019256943607455994
18,143844.9888287663,-0.10408562702664323,-0.10431376761880723
19,316227.7660168379,-0.1051998889419309,-0.10558179382886587
