,param_id,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,MAE,drug_conc_Hill,peak_current
,param_id,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,Hill_coef,IC50,Vhalf,Kmax,Ku,N,EC50,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,RMSE,MAE,conc_11,conc_11
0,20000.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,100.0,1.0,0.9800606572631896,0.9441914430224756,0.8561426719152496,0.6840151274186261,0.4455335319965774,0.2233836002262767,0.0868525284453707,0.0280623907789056,0.0069416077171506,0.0,0.8903868164521664,0.2824007498117087,-219.45,15.854809180042867,0.0007927,1.0,1.0,0.0031622776601683,0.0054555947811685,0.0094120496726806,0.0162377673918872,0.0280135676119886,0.0483293023857175,0.0833782223471789,0.1438449888287662,0.2481628922836825,0.4281332398719391,0.7386199822079358,1.2742749857031337,2.1983926488622894,3.79269019073225,6.543189129712962,11.288378916846884,19.47483039908755,33.59818286283781,57.96393953384961,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,278.6,280.1,282.70000000000005,287.20000000000005,294.8,307.1,326.6,355.70000000000005,395.6,444.5,496.2000000000001,542.7,578.5,602.9000000000001,618.6,628.1,633.9000000000001,637.2,639.2,640.4000000000001,641.5,641.8000000000001,641.9000000000001,642.0,642.0,642.0,642.0,642.0,642.0,642.0,279.5,281.40000000000003,284.5,289.3,296.90000000000003,308.40000000000003,325.3,349.1,380.9,420.6,467.2000000000001,518.7,572.7,627.5,681.8000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,21.445807671119937,13.506666666666655,,
0,20001.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,100.0,1.0,0.9791735566054997,0.9418310923061792,0.8507672977761804,0.6739197942267764,0.431462829493866,0.211421855847841,0.0812595135785623,0.0261489254895282,0.006439784819109,0.0,0.8963889995803819,0.2648383633512812,-219.45,15.854809180042867,0.0010882288891639,1.0,1.0,0.0031622776601683,0.0054555947811685,0.0094120496726806,0.0162377673918872,0.0280135676119886,0.0483293023857175,0.0833782223471789,0.1438449888287662,0.2481628922836825,0.4281332398719391,0.7386199822079358,1.2742749857031337,2.1983926488622894,3.79269019073225,6.543189129712962,11.288378916846884,19.47483039908755,33.59818286283781,57.96393953384961,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,278.6,280.20000000000005,282.90000000000003,287.6,295.3,308.20000000000005,328.6,359.40000000000003,402.1,454.6,509.30000000000007,556.4,591.1,614.2,628.7,637.5,642.8000000000001,645.9000000000001,647.8000000000001,648.8000000000001,649.8000000000001,650.1,650.2,650.3000000000001,650.3000000000001,650.3000000000001,650.3000000000001,650.3000000000001,650.3000000000001,650.3000000000001,279.6,281.6,284.8,289.8,297.70000000000005,309.70000000000005,327.40000000000003,352.20000000000005,385.0,425.9,473.6,525.9,580.5,635.7,690.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,22.712859793517858,14.953333333333337,,
0,20002.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,100.0,1.0,0.9781182443136194,0.9387001487026156,0.8429427681554271,0.6588068056047531,0.4116244585453246,0.1960887717565888,0.0737738587918581,0.0233762425617133,0.0056954781363825,0.0,0.9044562379713564,0.2420329174365476,-219.45,15.854809180042867,0.0014939347990551,1.0,1.0,0.0031622776601683,0.0054555947811685,0.0094120496726806,0.0162377673918872,0.0280135676119886,0.0483293023857175,0.0833782223471789,0.1438449888287662,0.2481628922836825,0.4281332398719391,0.7386199822079358,1.2742749857031337,2.1983926488622894,3.79269019073225,6.543189129712962,11.288378916846884,19.47483039908755,33.59818286283781,57.96393953384961,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,278.70000000000005,280.40000000000003,283.20000000000005,288.0,296.20000000000005,309.70000000000005,331.40000000000003,364.4,410.4,466.2000000000001,522.1,567.9000000000001,600.5,622.0,635.5,643.7,648.6,651.5,653.2,654.2,655.2,655.5,655.5,655.6,655.6,655.6,655.6,655.6,655.6,655.6,279.70000000000005,281.8,285.20000000000005,290.6,299.0,311.70000000000005,330.40000000000003,356.6,391.1,433.6,482.7000000000001,536.1,591.4000000000001,647.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,18.504941425004763,12.699999999999998,,
0,20003.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,100.0,1.0,0.977042447869428,0.9352524697349592,0.833629457157818,0.6403904836815908,0.3885173556403316,0.1790855177827433,0.0658560947065356,0.0205265726203918,0.0048695560167175,0.0,0.9146216829539824,0.2175006212256058,-219.45,15.854809180042867,0.0020508931586465,1.0,1.0,0.0031622776601683,0.0054555947811685,0.0094120496726806,0.0162377673918872,0.0280135676119886,0.0483293023857175,0.0833782223471789,0.1438449888287662,0.2481628922836825,0.4281332398719391,0.7386199822079358,1.2742749857031337,2.1983926488622894,3.79269019073225,6.543189129712962,11.288378916846884,19.47483039908755,33.59818286283781,57.96393953384961,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,278.8,280.6,283.6,288.70000000000005,297.3,311.70000000000005,335.0,370.5,419.8,477.7000000000001,532.8000000000001,576.3000000000001,607.0,627.2,639.9000000000001,647.7,652.4000000000001,655.1,656.8000000000001,657.7,658.6,658.9000000000001,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,279.90000000000003,282.1,285.70000000000005,291.5,300.5,314.20000000000005,334.20000000000005,362.1,398.5,442.9,493.7000000000001,548.2,604.4000000000001,660.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,19.276558673313925,12.97142857142856,,
0,20004.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,100.0,1.0,0.976098571412449,0.9318716081290572,0.8238715725120171,0.6204530707544587,0.3641120970357053,0.1622152919651114,0.0585093005263986,0.0181891995208938,0.0044667102726545,0.0,0.9267609038112876,0.1938227655697285,-219.45,15.854809180042867,0.0028154928520598,1.0,1.0,0.0031622776601683,0.0054555947811685,0.0094120496726806,0.0162377673918872,0.0280135676119886,0.0483293023857175,0.0833782223471789,0.1438449888287662,0.2481628922836825,0.4281332398719391,0.7386199822079358,1.2742749857031337,2.1983926488622894,3.79269019073225,6.543189129712962,11.288378916846884,19.47483039908755,33.59818286283781,57.96393953384961,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,279.0,280.8,284.0,289.5,298.8,314.20000000000005,339.3,377.4,429.2000000000001,487.7000000000001,541.0,582.3000000000001,611.4000000000001,630.7,642.9000000000001,650.4000000000001,654.9000000000001,657.5,659.1,660.0,660.9000000000001,661.1,661.2,661.3000000000001,661.3000000000001,661.3000000000001,661.3000000000001,661.3000000000001,661.3000000000001,661.3000000000001,280.1,282.40000000000003,286.3,292.40000000000003,302.1,316.90000000000003,338.40000000000003,368.2000000000001,406.7000000000001,453.2000000000001,505.6,561.5,618.5,675.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,19.865925601390938,13.478571428571428,,
0,20005.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,,1.0,0.9752294650417764,0.9286369566735968,0.8138400927711692,0.5989297943784938,0.3370932553230212,0.1425477433272684,0.0478003202949541,0.0120241057866748,0.0,,0.9507185684277124,0.1670326005260397,-219.45,15.854809180042867,0.0038651452741845,1.0,1.0,0.0031622776601683,0.0051348329074375,0.0083378222347178,0.0135387618002254,0.0219839264886228,0.0356969884682606,0.0579639395338496,0.0941204967268066,0.1528306732658768,0.2481628922836825,0.4029611320200399,0.6543189129712969,1.062467830894041,1.7252105499420392,2.8013567611988672,4.548777947003778,7.386199822079358,11.99353946209233,19.47483039908755,31.6227766016838,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,279.20000000000005,280.90000000000003,283.70000000000005,288.20000000000005,295.40000000000003,306.8,324.70000000000005,351.70000000000005,389.9,438.0,489.6,536.6,574.7,603.3000000000001,623.7,637.6,646.8000000000001,652.7,656.5,658.9000000000001,661.5,662.4000000000001,662.6,662.7,662.7,662.8000000000001,662.8000000000001,662.8000000000001,662.8000000000001,662.8000000000001,280.1,282.20000000000005,285.6,290.70000000000005,298.40000000000003,310.0,326.5,349.40000000000003,379.4,416.6,460.2000000000001,508.5,559.4,611.4000000000001,663.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,16.577615429648905,11.28,,
0,20006.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,,1.0,0.9746558056842974,0.9262531412734316,0.8059148542468784,0.5810721915163738,0.3151612615086334,0.1284705171519009,0.0421441452196494,0.0104309644326391,0.0,,0.9681761707823924,0.148740785095817,-219.45,15.854809180042867,0.005306121796623,1.0,1.0,0.0031622776601683,0.0051348329074375,0.0083378222347178,0.0135387618002254,0.0219839264886228,0.0356969884682606,0.0579639395338496,0.0941204967268066,0.1528306732658768,0.2481628922836825,0.4029611320200399,0.6543189129712969,1.062467830894041,1.7252105499420392,2.8013567611988672,4.548777947003778,7.386199822079358,11.99353946209233,19.47483039908755,31.6227766016838,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,279.40000000000003,281.20000000000005,284.20000000000005,289.1,296.8,309.1,328.3,357.0,396.8,445.4,495.80000000000007,541.1,577.8000000000001,605.5,625.4000000000001,639.0,648.0,653.8000000000001,657.5,659.9000000000001,662.5,663.3000000000001,663.6,663.7,663.7,663.7,663.7,663.7,663.7,663.7,280.20000000000005,282.40000000000003,285.90000000000003,291.20000000000005,299.5,311.70000000000005,329.40000000000003,353.8,385.6,424.9,470.4,520.3000000000001,572.6,625.5,678.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,18.00499930574838,11.413333333333336,,
0,20007.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,,1.0,0.9742711960893898,0.9244558246057074,0.7996156438956403,0.5667575967510871,0.297699048163541,0.1174490811800346,0.037765692014546,0.0093586510025956,0.0,,0.9842014851380648,0.1349258573339335,-219.45,15.854809180042867,0.007284313143065,1.0,1.0,0.0031622776601683,0.0051348329074375,0.0083378222347178,0.0135387618002254,0.0219839264886228,0.0356969884682606,0.0579639395338496,0.0941204967268066,0.1528306732658768,0.2481628922836825,0.4029611320200399,0.6543189129712969,1.062467830894041,1.7252105499420392,2.8013567611988672,4.548777947003778,7.386199822079358,11.99353946209233,19.47483039908755,31.6227766016838,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,279.6,281.6,284.8,290.0,298.3,311.5,331.8,361.9,402.7000000000001,451.1,500.30000000000007,544.2,579.8000000000001,606.9000000000001,626.4000000000001,639.8000000000001,648.7,654.5,658.1,660.4000000000001,663.0,663.8000000000001,664.1,664.2,664.2,664.2,664.2,664.2,664.2,664.2,280.20000000000005,282.5,286.0,291.70000000000005,300.3,313.1,331.70000000000005,357.40000000000003,390.8,431.8,478.9,530.3000000000001,583.7,637.5,690.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,20.4463525679602,11.85333333333333,,
0,20008.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,,1.0,0.9741413784830452,0.9233461163442608,0.7950751405293599,0.5564105085990091,0.2860581518766545,0.1104533923302849,0.0350705079808512,0.0085912049372393,0.0,,0.9950664304456516,0.1261467369927416,-219.45,15.854809180042867,0.01,1.0,1.0,0.0031622776601683,0.0051348329074375,0.0083378222347178,0.0135387618002254,0.0219839264886228,0.0356969884682606,0.0579639395338496,0.0941204967268066,0.1528306732658768,0.2481628922836825,0.4029611320200399,0.6543189129712969,1.062467830894041,1.7252105499420392,2.8013567611988672,4.548777947003778,7.386199822079358,11.99353946209233,19.47483039908755,31.6227766016838,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,279.8,281.90000000000003,285.40000000000003,290.90000000000003,299.70000000000005,313.6,335.0,366.2000000000001,407.4,455.1,503.1,546.0,581.0,607.7,627.0,640.2,649.1,654.8000000000001,658.4000000000001,660.7,663.3000000000001,664.1,664.4000000000001,664.4000000000001,664.5,664.5,664.5,664.5,664.5,664.5,280.20000000000005,282.5,286.20000000000005,292.0,300.8,314.20000000000005,333.40000000000003,360.0,394.5,436.6,484.9,537.2,591.3000000000001,645.7,699.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,22.67271487934342,12.746666666666671,,
