,param_id,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,drug_conc_Hill,peak_current,drug_conc_Hill,peak_current,drug_conc_Hill,peak_current,drug_conc_Hill,peak_current,drug_conc_Hill,peak_current,drug_conc_Hill,peak_current,drug_conc_Hill,peak_current,drug_conc_Hill,peak_current
0,11107.0,0.0,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,1.0,0.9803763584692976,0.9404793519686152,0.8332691035318637,0.6127217036537145,0.3361271291765555,0.149256365101896,0.0740599292302,0.0468156042554068,0.0306907437194377,0.0160524704148954,0.0055911869184029,0.0014106644833361,0.0003291102920886,6.983550888655731e-05,0.9459788328436464,8.786804989705951e-05,-115.98294736842104,48320.14429063444,6.472719027321892e-06,1.0,1.0,1e-06,2.335721469090121e-06,5.455594781168514e-06,1.274274985703132e-05,2.9763514416313192e-05,6.951927961775606e-05,0.0001623776739188,0.0003792690190732,0.00088586679041,0.0020691380811147,0.0048329302385717,0.0112883789168468,0.0263665089873035,0.0615848211066025,0.1438449888287662,0.3359818286283781,0.7847599703514607,1.8329807108324336,4.281332398719387,10.0,262.20000000000005,264.8,270.90000000000003,284.6,314.1,370.7000000000001,459.3,568.2,679.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,263.70000000000005,268.0,277.1,295.5,329.8,385.4,461.4,549.9,641.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,16.33149649535454,0.2000000000000076,10.0,0.0,,,,,,,,,,,,,,
0,11108.0,0.0,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,1.0,0.985588244035574,0.9558316239447294,0.8726454592813998,0.6851897476936151,0.4134364785941639,0.2022985569228118,0.1088484271509428,0.0710157046674435,0.0456687774379278,0.0222514852745539,0.0068812225079098,0.0014937404478643,0.0003083492676235,7.029542176688421e-05,0.8952996509571239,7.145457515463517e-05,-115.98294736842104,112864.77496001829,1.0763905916955142e-05,1.0,1.0,3.162277660168379e-07,7.847599703514607e-07,1.947483039908757e-06,4.832930238571752e-06,1.1993539462092356e-05,2.9763514416313192e-05,7.386199822079358e-05,0.0001832980710832,0.0004548777947003,0.0011288378916846,0.0028013567611988,0.0069519279617756,0.0172521054994203,0.0428133239871939,0.106246783089404,0.2636650898730361,0.6543189129712969,1.623776739188721,4.029611320200404,10.0,261.6,263.8,269.1,281.90000000000003,311.1,370.4,466.7000000000001,585.0,703.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,263.3,267.20000000000005,275.5,292.8,325.6,379.9,455.6,544.8000000000001,637.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,26.99131547574349,7.866666666666662,3.1622776601683795,1.4968717528311142e-05,10.0,0.0,,,,,,,,,,,,
0,11109.0,0.0,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,1.0,0.9854321550122472,0.955347770387404,0.8712513695325674,0.6816516644288717,0.4053385447562643,0.1857241734215259,0.0868229398035885,0.0522046720830961,0.0347878287023569,0.0197131642248095,0.007514783109011,0.0018839581987595,0.0004016410090671,9.074634410645346e-05,0.9458270875795056,3.946492261543024e-05,-115.98294736842104,112864.77496001829,6.472719027321892e-06,1.0,1.0,3.162277660168379e-07,7.847599703514607e-07,1.947483039908757e-06,4.832930238571752e-06,1.1993539462092356e-05,2.9763514416313192e-05,7.386199822079358e-05,0.0001832980710832,0.0004548777947003,0.0011288378916846,0.0028013567611988,0.0069519279617756,0.0172521054994203,0.0428133239871939,0.106246783089404,0.2636650898730361,0.6543189129712969,1.623776739188721,4.029611320200404,10.0,261.6,263.8,269.1,281.90000000000003,311.3,370.7000000000001,466.7000000000001,584.3000000000001,702.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,262.8,266.40000000000003,274.5,292.1,326.70000000000005,385.4,467.4,562.8000000000001,660.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,17.521669123941603,1.4000000000000026,3.1622776601683795,1.9255167380910182e-05,10.0,0.0,,,,,,,,,,,,
0,11110.0,0.0,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,1.0,0.9669897206143964,0.9026561196763704,0.7462747450386976,0.485642332857342,0.2453404052704752,0.1252542539167293,0.0787651098648494,0.0521395808687133,0.0279446656068417,0.009683389010053,0.0021757979605373,0.0004163077611537,8.617090863069451e-05,1.963571731275785e-05,0.8938531975422023,3.398561053116011e-05,-115.98294736842104,263626.2290558718,1.0763905916955142e-05,1.0,1.0,3.162277660168379e-07,7.847599703514607e-07,1.947483039908757e-06,4.832930238571752e-06,1.1993539462092356e-05,2.9763514416313192e-05,7.386199822079358e-05,0.0001832980710832,0.0004548777947003,0.0011288378916846,0.0028013567611988,0.0069519279617756,0.0172521054994203,0.0428133239871939,0.106246783089404,0.2636650898730361,0.6543189129712969,1.623776739188721,4.029611320200404,10.0,263.6,268.6,280.6,308.40000000000003,365.3,459.4,577.0,696.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,266.8,274.8,291.3,322.8,375.6,449.9,538.3000000000001,631.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,28.039169031909616,8.549999999999997,3.1622776601683795,4.17643309705506e-06,10.0,0.0,,,,,,,,,,,,
0,11111.0,0.0,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,1.0,0.9666287867731764,0.9015892606299196,0.7434680749513677,0.4791083401673399,0.2312333309970138,0.1037363978157025,0.0585201311079019,0.0389130283523657,0.023594698047169,0.0100548716058838,0.0026867116349099,0.0005417641788482,0.0001112126437436,2.535995587211e-05,0.945084357088821,1.7842199651876194e-05,-115.98294736842104,263626.2290558718,6.472719027321892e-06,1.0,1.0,3.162277660168379e-07,7.847599703514607e-07,1.947483039908757e-06,4.832930238571752e-06,1.1993539462092356e-05,2.9763514416313192e-05,7.386199822079358e-05,0.0001832980710832,0.0004548777947003,0.0011288378916846,0.0028013567611988,0.0069519279617756,0.0172521054994203,0.0428133239871939,0.106246783089404,0.2636650898730361,0.6543189129712969,1.623776739188721,4.029611320200404,10.0,263.6,268.6,280.70000000000005,308.5,365.6,459.3,576.3000000000001,694.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,266.1,273.8,290.5,323.70000000000005,380.7000000000001,461.3,556.1,654.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,18.168207121232417,1.3625000000000045,3.1622776601683795,5.399594194237623e-06,10.0,0.0,,,,,,,,,,,,
0,11112.0,0.0,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,0.9754022498277812,0.926197925129183,0.7990810033906162,0.5594248407396103,0.2977932940207341,0.1465778762046453,0.0876757386022249,0.0586647152208236,0.0340951916682649,0.0133799110783017,0.0032682871372495,0.000612983034283,0.0001162358007026,2.4130219098129285e-05,0.8945428813997678,1.578921593965172e-05,-115.98294736842104,615770.4090655259,1.0763905916955142e-05,1.0,1.0,1e-07,2.636650898730356e-07,6.951927961775605e-07,1.8329807108324373e-06,4.832930238571752e-06,1.274274985703132e-05,3.359818286283781e-05,8.858667904100833e-05,0.000233572146909,0.000615848211066,0.0016237767391887,0.0042813323987193,0.0112883789168468,0.0297635144163131,0.078475997035146,0.206913808111479,0.5455594781168515,1.43844988828766,3.792690190732246,10.0,262.70000000000005,266.8,277.3,303.3,360.4,459.4,585.0,710.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,265.3,272.0,287.0,317.5,371.3,449.9,544.6,643.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,28.968754719524988,9.33750000000002,1.0,5.5353508247503135e-06,3.1622776601683795,1.180270923526829e-06,10.0,0.0,,,,,,,,,,
0,11113.0,0.0,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,0.9751314052070984,0.92538985741478,0.796873973871784,0.5541618383206628,0.2860796955732356,0.126290921872643,0.0663596783854362,0.04323526281294,0.0275731408998428,0.0131366638858464,0.0039045118549845,0.0007959480037216,0.0001500727876666,3.109995933037174e-05,0.9454093412789693,7.971707437491194e-06,-115.98294736842104,615770.4090655259,6.472719027321892e-06,1.0,1.0,1e-07,2.636650898730356e-07,6.951927961775605e-07,1.8329807108324373e-06,4.832930238571752e-06,1.274274985703132e-05,3.359818286283781e-05,8.858667904100833e-05,0.000233572146909,0.000615848211066,0.0016237767391887,0.0042813323987193,0.0112883789168468,0.0297635144163131,0.078475997035146,0.206913808111479,0.5455594781168515,1.43844988828766,3.792690190732246,10.0,262.70000000000005,266.8,277.40000000000003,303.40000000000003,360.6,459.4,584.3000000000001,709.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,264.6,271.1,286.1,318.0,376.1,461.3,562.7,667.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,18.772086991062046,2.137500000000024,1.0,7.0963703749350285e-06,3.1622776601683795,1.502370331017008e-06,10.0,0.0,,,,,,,,,,
0,11114.0,0.0,3.1622776601683765e-08,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,1.0,0.9817100615927924,0.9444017106641264,0.843256269366518,0.6312475747459776,0.3591188814949959,0.1743798567120204,0.0984029975965259,0.0653756301403129,0.0404788642881616,0.0179342981909128,0.004896580753554,0.0009432553346673,0.0001707991743368,3.270806492100282e-05,0.8950265261305637,7.346020332230735e-06,-115.98294736842104,1438298.4501908752,1.0763905916955142e-05,1.0,1.0,3.162277660168379e-08,8.858667904100834e-08,2.481628922836824e-07,6.951927961775605e-07,1.947483039908757e-06,5.455594781168514e-06,1.5283067326587687e-05,4.281332398719396e-05,0.0001199353946209,0.0003359818286283,0.000941204967268,0.0026366508987303,0.0073861998220793,0.0206913808111479,0.0579639395338497,0.1623776739188721,0.4548777947003777,1.2742749857031348,3.5696988468260624,10.0,262.0,265.40000000000003,274.5,298.70000000000005,355.6,459.4,593.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,264.1,269.8,283.3,312.5,367.2000000000001,450.0,550.9,655.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,18.10844317675362,1.55714285714287,0.3162277660168379,6.941134835522868e-06,1.0,1.6626464481183262e-06,3.1622776601683795,3.71211907357741e-07,10.0,0.0,,,,,,,,
0,11115.0,0.0,3.1622776601683765e-08,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,1.0,0.9815106731648616,0.9437969016910496,0.8415399057544057,0.6270210432336127,0.3495496269606463,0.1559800370595348,0.0764759297341912,0.0479689096877704,0.0315811319938222,0.0166385266064884,0.0056026193876083,0.0012141757455216,0.0002208595659906,4.202060992558509e-05,0.9456416718172264,3.5638536999095674e-06,-115.98294736842104,1438298.4501908752,6.472719027321892e-06,1.0,1.0,3.162277660168379e-08,8.858667904100834e-08,2.481628922836824e-07,6.951927961775605e-07,1.947483039908757e-06,5.455594781168514e-06,1.5283067326587687e-05,4.281332398719396e-05,0.0001199353946209,0.0003359818286283,0.000941204967268,0.0026366508987303,0.0073861998220793,0.0206913808111479,0.0579639395338497,0.1623776739188721,0.4548777947003777,1.2742749857031348,3.5696988468260624,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3162277660168379,8.743137838691428e-06,1.0,2.037271611766212e-06,3.1622776601683795,4.402056438652745e-07,10.0,0.0,,,,,,,,
0,11116.0,0.0,9.99999999999999e-09,3.1622776601683765e-08,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,1.0,0.9864234131016416,0.9583177169522924,0.8792163893517247,0.6980148954166172,0.4275798907495846,0.2101751060386643,0.1118235120124871,0.0725130216760766,0.0469435544286526,0.023235463514066,0.0071945309586879,0.001471407875108,0.0002621082627788,4.814893827863225e-05,0.8953241575484254,3.423778570771213e-06,-115.98294736842104,3359535.3095334223,1.0763905916955142e-05,1.0,1.0,1e-08,2.976351441631319e-08,8.858667904100834e-08,2.636650898730356e-07,7.847599703514607e-07,2.335721469090121e-06,6.951927961775606e-06,2.06913808111479e-05,6.158482110660255e-05,0.0001832980710832,0.0005455594781168,0.0016237767391887,0.0048329302385717,0.0143844988828766,0.0428133239871938,0.1274274985703132,0.3792690190732246,1.1288378916846884,3.359818286283774,10.0,261.6,264.3,272.20000000000005,294.6,351.0,459.4,601.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,263.20000000000005,268.0,280.0,307.90000000000003,363.2000000000001,450.0,557.1,668.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,18.65471981640496,2.128571428571433,0.1,9.498548794810244e-06,0.3162277660168379,2.1975233167566304e-06,1.0,5.661748089858102e-07,3.1622776601683795,1.2963563136075252e-07,10.0,0.0,,,,,,
0,11117.0,0.0,9.99999999999999e-09,3.1622776601683765e-08,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,1.0,0.986276925728688,0.9578621530481256,0.8778941999966177,0.694635862248661,0.4198275200186867,0.1940967161372461,0.0898549613177466,0.0534052082487223,0.0356182059279848,0.0204246177117972,0.007824690760462,0.0018613393779641,0.0003402749135768,6.18127908529227e-05,0.9457642334244912,1.595058540094642e-06,-115.98294736842104,3359535.3095334223,6.472719027321892e-06,1.0,1.0,1e-08,2.976351441631319e-08,8.858667904100834e-08,2.636650898730356e-07,7.847599703514607e-07,2.335721469090121e-06,6.951927961775606e-06,2.06913808111479e-05,6.158482110660255e-05,0.0001832980710832,0.0005455594781168,0.0016237767391887,0.0048329302385717,0.0143844988828766,0.0428133239871938,0.1274274985703132,0.3792690190732246,1.1288378916846884,3.359818286283774,10.0,261.6,264.3,272.20000000000005,294.70000000000005,351.20000000000005,459.4,600.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,262.70000000000005,267.20000000000005,279.0,307.90000000000003,367.2000000000001,461.4,575.9000000000001,692.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,12.452538467546043,-2.5142857142857173,0.1,1.19221545549619e-05,0.3162277660168379,2.596400607945197e-06,1.0,6.448823302184542e-07,3.1622776601683795,1.4486582001699458e-07,10.0,0.0,,,,,,
0,11118.0,0.0,9.99999999999999e-09,3.1622776601683765e-08,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,1.0,0.9688656694201128,0.9078396576162926,0.7575098273971245,0.5003708757650129,0.2550695352325824,0.1290758998774043,0.0804375072835125,0.0534298911947138,0.0291073124606131,0.0102741242636313,0.0022882232738101,0.0004101932090932,7.379687858316097e-05,1.3898579281991783e-05,0.8940153979145053,1.6329876301688618e-06,-115.98294736842104,7847103.982142239,1.0763905916955142e-05,1.0,1.0,1e-08,2.976351441631319e-08,8.858667904100834e-08,2.636650898730356e-07,7.847599703514607e-07,2.335721469090121e-06,6.951927961775606e-06,2.06913808111479e-05,6.158482110660255e-05,0.0001832980710832,0.0005455594781168,0.0016237767391887,0.0048329302385717,0.0143844988828766,0.0428133239871938,0.1274274985703132,0.3792690190732246,1.1288378916846884,3.359818286283774,10.0,263.40000000000003,269.6,287.5,334.20000000000005,431.0,568.9000000000001,711.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,266.5,276.40000000000003,299.8,348.1,428.3,532.2,643.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,30.089912880280263,10.142857142857142,0.1,3.010543255229956e-06,0.3162277660168379,7.761070506635495e-07,1.0,2.121692296819527e-07,3.1622776601683795,4.9888270787669487e-08,10.0,0.0,,,,,,
0,11119.0,0.0,9.99999999999999e-09,3.1622776601683765e-08,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,1.0,0.9685269902129752,0.9068291482748636,0.7548316838709259,0.4941142603262454,0.2414557910360379,0.1077485906875317,0.059949907465737,0.0397570011654957,0.0243664248758681,0.010569194706566,0.0028170817576703,0.0005332789064478,9.483700510801976e-05,1.7535859083160638e-05,0.9451453839252552,7.215810917846058e-07,-115.98294736842104,7847103.982142239,6.472719027321892e-06,1.0,1.0,1e-08,2.976351441631319e-08,8.858667904100834e-08,2.636650898730356e-07,7.847599703514607e-07,2.335721469090121e-06,6.951927961775606e-06,2.06913808111479e-05,6.158482110660255e-05,0.0001832980710832,0.0005455594781168,0.0016237767391887,0.0048329302385717,0.0143844988828766,0.0428133239871938,0.1274274985703132,0.3792690190732246,1.1288378916846884,3.359818286283774,10.0,263.40000000000003,269.70000000000005,287.6,334.5,431.1,568.2,709.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,265.8,275.3,299.3,350.90000000000003,437.9,549.6,666.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,19.4253883947198,2.6000000000000063,0.1,3.570185566464727e-06,0.3162277660168379,8.607688435275784e-07,1.0,2.272966205675316e-07,3.1622776601683795,5.261690467813682e-08,10.0,0.0,,,,,,
0,11120.0,0.0,3.162277660168376e-09,9.99999999999999e-09,3.1622776601683765e-08,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,1.0,0.9768117314325846,0.9302253424125718,0.8085902124444841,0.5740404010582839,0.3093724994053992,0.1515629439618559,0.0896491059147679,0.0599826677559269,0.0353448267592078,0.0141917649355223,0.0035128463919732,0.0006463697657885,0.0001150735479285,2.113203774720192e-05,0.8946614586908598,7.572815586483083e-07,-115.98294736842104,18329035.188829288,1.0763905916955142e-05,1.0,1.0,3.162277660168379e-09,1e-08,3.162277660168379e-08,1e-07,3.162277660168379e-07,1e-06,3.162277660168379e-06,1e-05,3.1622776601683795e-05,0.0001,0.0003162277660168,0.001,0.0031622776601683,0.01,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,262.6,267.6,283.20000000000005,326.90000000000003,424.3,568.9000000000001,718.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,265.0,273.3,294.5,341.20000000000005,423.1,532.4,649.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,30.260960234032822,10.3714285714286,0.0316227766016837,4.32285461525932e-06,0.1,1.0705848837233503e-06,0.3162277660168379,2.999616340169286e-07,1.0,8.523330987584537e-08,3.1622776601683795,2.0249565377823645e-08,10.0,0.0,,,,
0,11121.0,0.0,3.162277660168376e-09,9.99999999999999e-09,3.1622776601683765e-08,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,1.0,0.9765583347693428,0.9294620337699,0.8064900175495485,0.568997961231361,0.2981107320116838,0.1316059606921203,0.0681720278687339,0.0441400669051113,0.028366134696215,0.0137835583348099,0.0041670843521755,0.0008383579496145,0.0001480683276968,2.680120817533139e-05,0.94546636745677,3.220318602488606e-07,-115.98294736842104,18329035.188829288,6.472719027321892e-06,1.0,1.0,3.162277660168379e-09,1e-08,3.162277660168379e-08,1e-07,3.162277660168379e-07,1e-06,3.162277660168379e-06,1e-05,3.1622776601683795e-05,0.0001,0.0003162277660168,0.001,0.0031622776601683,0.01,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,262.6,267.6,283.20000000000005,327.1,424.4,568.3000000000001,716.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,264.40000000000003,272.40000000000003,293.8,343.40000000000003,432.3,549.7,673.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,19.594423404923862,2.9285714285714284,0.0316227766016837,5.190686045337279e-06,0.1,1.185684459249688e-06,0.3162277660168379,3.161316839662241e-07,1.0,8.806922205041155e-08,3.1622776601683795,2.079882071189e-08,10.0,0.0,,,,
0,11122.0,0.0,9.99999999999999e-10,3.162277660168376e-09,9.99999999999999e-09,3.1622776601683765e-08,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,1.0,0.9827640776171642,0.9474904360285074,0.8510734527722754,0.6450741967407833,0.3723000090696671,0.1808474025424377,0.1008362979786446,0.0667566985027717,0.0417629010664512,0.018926197107683,0.0052823751093266,0.0010199401093626,0.0001803247050708,3.266128298510752e-05,0.8951018506688356,3.5196295068287054e-07,-115.98294736842104,42812422.4832341,1.0763905916955142e-05,1.0,1.0,1e-09,3.3598182862837882e-09,1.1288378916846885e-08,3.792690190732255e-08,1.274274985703132e-07,4.281332398719396e-07,1.438449888287663e-06,4.832930238571752e-06,1.623776739188721e-05,5.455594781168514e-05,0.0001832980710832,0.000615848211066,0.0020691380811147,0.0069519279617756,0.0233572146909012,0.078475997035146,0.2636650898730355,0.8858667904100832,2.976351441631313,10.0,261.90000000000003,266.0,279.5,320.1,417.6,568.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,263.90000000000003,270.8,289.8,334.6,417.9,532.4,655.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,16.71187202759368,0.7666666666666799,0.0099999999999999,6.383837617943228e-06,0.0316227766016837,1.5069656111519922e-06,0.1,4.145705287795757e-07,0.3162277660168379,1.2244023535953998e-07,1.0,3.5419954359354046e-08,3.1622776601683795,8.479012667343578e-09,10.0,0.0,,
