,param_id,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,ME,drug_conc_Hill,peak_current,drug_conc_Hill,peak_current
,param_id,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,Hill_coef,IC50,Vhalf,Kmax,Ku,N,EC50,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,RMSE,ME,conc_10,conc_10,conc_11,conc_11
0,10098.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.0,0.9750704561423944,0.9252902137240197,0.7968747203982642,0.5539957132007929,0.2813259903922643,0.1081950762841131,0.0344490770783827,0.0085000954318191,0.0,1.0064037551311282,0.1220641112515318,-147.30184210526315,15.277114942717509,0.0612326756348836,1.0,1.0,0.0031622776601683,0.0051348329074375,0.0083378222347178,0.0135387618002254,0.0219839264886228,0.0356969884682606,0.0579639395338496,0.0941204967268066,0.1528306732658768,0.2481628922836825,0.4029611320200399,0.6543189129712969,1.062467830894041,1.7252105499420392,2.8013567611988672,4.548777947003778,7.386199822079358,11.99353946209233,19.47483039908755,31.6227766016838,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,264.20000000000005,266.6,270.5,276.8,286.70000000000005,301.8,324.20000000000005,355.20000000000005,394.8,440.1,486.1,528.0,562.7,589.4000000000001,608.8000000000001,622.2,631.2,637.0,640.6,643.0,645.6,646.4000000000001,646.7,646.7,646.8000000000001,646.8000000000001,646.8000000000001,646.8000000000001,646.8000000000001,646.8000000000001,263.90000000000003,266.1,269.8,275.5,284.40000000000003,297.8,317.40000000000003,344.40000000000003,379.7000000000001,422.8,472.30000000000007,525.9,581.4000000000001,637.0,691.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,26.32704566284133,-4.946666666666662,,,,
0,10099.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.0,0.975068318277484,0.9252892223372696,0.796869495425288,0.5539869456382795,0.2813218218098148,0.1081945371426898,0.0344492961959025,0.0085001361419116,0.0,1.0063975900117634,0.1220622696102092,-147.30184210526315,15.277114942717509,0.1018278032454662,1.0,1.0,0.0031622776601683,0.0051348329074375,0.0083378222347178,0.0135387618002254,0.0219839264886228,0.0356969884682606,0.0579639395338496,0.0941204967268066,0.1528306732658768,0.2481628922836825,0.4029611320200399,0.6543189129712969,1.062467830894041,1.7252105499420392,2.8013567611988672,4.548777947003778,7.386199822079358,11.99353946209233,19.47483039908755,31.6227766016838,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,264.3,266.8,270.8,277.20000000000005,287.20000000000005,302.5,324.90000000000003,355.90000000000003,395.3,440.4,486.30000000000007,528.1,562.8000000000001,589.5,608.8000000000001,622.2,631.2,637.0,640.6,643.0,645.6,646.4000000000001,646.7,646.7,646.8000000000001,646.8000000000001,646.8000000000001,646.8000000000001,646.8000000000001,646.8000000000001,263.90000000000003,266.1,269.8,275.5,284.40000000000003,297.8,317.40000000000003,344.40000000000003,379.7000000000001,422.8,472.30000000000007,525.9,581.4000000000001,637.0,691.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,26.3964012698701,-4.6199999999999966,,,,
0,10100.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.0,0.975067878505476,0.9252868381433252,0.7968632294232352,0.5539826387440643,0.2813210595026812,0.1081952305737837,0.0344498666855915,0.0085002492099303,0.0,1.0063858956629244,0.1220632769011006,-147.30184210526315,15.277114942717509,0.1693360841460653,1.0,1.0,0.0031622776601683,0.0051348329074375,0.0083378222347178,0.0135387618002254,0.0219839264886228,0.0356969884682606,0.0579639395338496,0.0941204967268066,0.1528306732658768,0.2481628922836825,0.4029611320200399,0.6543189129712969,1.062467830894041,1.7252105499420392,2.8013567611988672,4.548777947003778,7.386199822079358,11.99353946209233,19.47483039908755,31.6227766016838,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,264.3,266.90000000000003,271.0,277.5,287.6,303.0,325.40000000000003,356.3,395.6,440.6,486.4,528.2,562.8000000000001,589.5,608.8000000000001,622.2,631.2,637.0,640.6,643.0,645.6,646.4000000000001,646.6,646.7,646.8000000000001,646.8000000000001,646.8000000000001,646.8000000000001,646.8000000000001,646.8000000000001,263.90000000000003,266.1,269.8,275.5,284.40000000000003,297.8,317.40000000000003,344.40000000000003,379.7000000000001,422.8,472.30000000000007,525.9,581.4000000000001,637.0,691.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,26.45436321919945,-4.41333333333334,,,,
0,10101.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.0,0.9750650259301774,0.925285249130112,0.796861899794332,0.553981304853169,0.2813216630915029,0.1081961569007403,0.0344503745335813,0.00850042566885,0.0,1.0063790196365554,0.1220646092396798,-147.30184210526315,15.277114942717509,0.2816,1.0,1.0,0.0031622776601683,0.0051348329074375,0.0083378222347178,0.0135387618002254,0.0219839264886228,0.0356969884682606,0.0579639395338496,0.0941204967268066,0.1528306732658768,0.2481628922836825,0.4029611320200399,0.6543189129712969,1.062467830894041,1.7252105499420392,2.8013567611988672,4.548777947003778,7.386199822079358,11.99353946209233,19.47483039908755,31.6227766016838,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,264.40000000000003,267.0,271.1,277.6,287.8,303.20000000000005,325.70000000000005,356.6,395.8,440.7000000000001,486.5,528.2,562.8000000000001,589.5,608.8000000000001,622.2,631.2,636.9000000000001,640.6,643.0,645.6,646.4000000000001,646.6,646.7,646.8000000000001,646.8000000000001,646.8000000000001,646.8000000000001,646.8000000000001,646.8000000000001,263.90000000000003,266.1,269.8,275.5,284.40000000000003,297.8,317.40000000000003,344.40000000000003,379.7000000000001,422.8,472.30000000000007,525.9,581.4000000000001,637.0,691.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,26.49123125363057,-4.293333333333332,,,,
0,10102.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.0,0.9757392365537464,0.9274506096860528,0.8025972407484333,0.5660236292669504,0.302030956738827,0.1287368901671908,0.0450852417286738,0.0116846177970515,0.0,0.969088749574421,0.1419444502268187,-136.86221052631578,15.277114942717509,8.231944705562404e-05,1.0,1.0,0.0031622776601683,0.0051348329074375,0.0083378222347178,0.0135387618002254,0.0219839264886228,0.0356969884682606,0.0579639395338496,0.0941204967268066,0.1528306732658768,0.2481628922836825,0.4029611320200399,0.6543189129712969,1.062467830894041,1.7252105499420392,2.8013567611988672,4.548777947003778,7.386199822079358,11.99353946209233,19.47483039908755,31.6227766016838,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,262.1,263.3,265.20000000000005,268.3,273.1,280.70000000000005,292.20000000000005,308.90000000000003,331.90000000000003,361.2000000000001,394.9,429.6,461.7000000000001,488.5,509.0,523.7,533.8000000000001,540.4,544.6,547.3000000000001,550.3000000000001,551.3000000000001,551.6,551.7,551.7,551.7,551.7,551.7,551.7,551.7,264.1,266.40000000000003,270.0,275.70000000000005,284.20000000000005,297.0,315.3,340.5,373.3,413.5,460.0,510.80000000000007,563.9,617.6,670.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,68.58168851814601,-48.82666666666666,,,,
0,10103.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.0,0.9772693201350872,0.9325484564423728,0.8177789416236482,0.600384482146744,0.3487751993225285,0.1645190176577231,0.0637290689872018,0.0206032155668148,0.0051210717825358,0.9140505518613316,0.1879511677286639,-136.86221052631578,15.277114942717509,0.0001368943684257,1.0,1.0,0.0031622776601683,0.0054555947811685,0.0094120496726806,0.0162377673918872,0.0280135676119886,0.0483293023857175,0.0833782223471789,0.1438449888287662,0.2481628922836825,0.4281332398719391,0.7386199822079358,1.2742749857031337,2.1983926488622894,3.79269019073225,6.543189129712962,11.288378916846884,19.47483039908755,33.59818286283781,57.96393953384961,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,262.1,263.5,265.8,269.8,276.5,287.3,304.20000000000005,328.90000000000003,361.7000000000001,400.3,439.9,475.30000000000007,503.30000000000007,523.4,536.8000000000001,545.2,550.4,553.5,555.3000000000001,556.4,557.4,557.7,557.8000000000001,557.8000000000001,557.8000000000001,557.8000000000001,557.9,557.9,557.9,557.9,264.20000000000005,266.8,271.0,277.5,287.8,303.20000000000005,325.5,356.0,395.2000000000001,442.0,494.6,550.5,607.4000000000001,663.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,55.90525147834634,-38.82857142857143,100.0,0.0,,
0,10104.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.0,0.9794367103691676,0.9398408114309632,0.8390557144365444,0.6454793276063899,0.4046308966941427,0.2031273617045622,0.0809019088331823,0.0263958749347122,0.0065800787525537,0.8829735477943427,0.2451713497010118,-136.86221052631578,15.277114942717509,0.00022765055861,1.0,1.0,0.0031622776601683,0.0054555947811685,0.0094120496726806,0.0162377673918872,0.0280135676119886,0.0483293023857175,0.0833782223471789,0.1438449888287662,0.2481628922836825,0.4281332398719391,0.7386199822079358,1.2742749857031337,2.1983926488622894,3.79269019073225,6.543189129712962,11.288378916846884,19.47483039908755,33.59818286283781,57.96393953384961,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,262.1,263.5,265.90000000000003,269.90000000000003,276.5,287.40000000000003,304.5,329.40000000000003,362.9,402.5,443.6,480.80000000000007,510.5,531.9,546.3000000000001,555.4,561.0,564.3000000000001,566.3000000000001,567.5,568.6,568.9000000000001,569.0,569.1,569.1,569.1,569.1,569.1,569.1,569.1,263.90000000000003,266.20000000000005,269.8,275.40000000000003,284.1,297.20000000000005,316.20000000000005,342.40000000000003,376.7000000000001,418.6,467.0,519.6,574.2,629.2,683.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,48.519624895499774,-29.740000000000013,100.0,0.0,,
0,10105.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.0,0.980943068928808,0.9453700361163808,0.8558693183160638,0.6806141286139624,0.4454202361498797,0.2288743331102899,0.0915168059091098,0.0298358946382455,0.0074311675809982,0.879296817086289,0.2880618378391342,-136.86221052631578,15.277114942717509,0.0003785749365108,1.0,1.0,0.0031622776601683,0.0054555947811685,0.0094120496726806,0.0162377673918872,0.0280135676119886,0.0483293023857175,0.0833782223471789,0.1438449888287662,0.2481628922836825,0.4281332398719391,0.7386199822079358,1.2742749857031337,2.1983926488622894,3.79269019073225,6.543189129712962,11.288378916846884,19.47483039908755,33.59818286283781,57.96393953384961,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,262.1,263.5,265.90000000000003,270.0,276.70000000000005,287.70000000000005,305.1,330.70000000000005,365.3,406.9,450.7000000000001,490.9,523.5,547.1,562.9,572.9000000000001,579.1,582.7,584.9000000000001,586.2,587.4000000000001,587.8000000000001,587.9000000000001,587.9000000000001,587.9000000000001,587.9000000000001,587.9000000000001,587.9000000000001,587.9000000000001,587.9000000000001,263.40000000000003,265.40000000000003,268.5,273.40000000000003,281.1,292.6,309.5,333.20000000000005,364.7000000000001,404.1,450.3,501.6,555.5,610.2,664.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,32.211747339544736,-15.27333333333334,100.0,0.0,,
0,10106.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.0,0.980930008773294,0.946286756373962,0.8603716793929043,0.6908071470420901,0.4545124957787468,0.2312369048715854,0.0912168258810192,0.0295172709433444,0.0073306313245381,0.8876418694323543,0.2943035162060678,-136.86221052631578,15.277114942717509,0.0006295569113874,1.0,1.0,0.0031622776601683,0.0054555947811685,0.0094120496726806,0.0162377673918872,0.0280135676119886,0.0483293023857175,0.0833782223471789,0.1438449888287662,0.2481628922836825,0.4281332398719391,0.7386199822079358,1.2742749857031337,2.1983926488622894,3.79269019073225,6.543189129712962,11.288378916846884,19.47483039908755,33.59818286283781,57.96393953384961,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,262.20000000000005,263.6,266.0,270.1,277.1,288.40000000000003,306.40000000000003,333.20000000000005,369.9,415.0,463.5,508.30000000000007,544.1,569.5,586.1,596.4000000000001,602.6,606.3000000000001,608.4000000000001,609.7,610.9000000000001,611.3000000000001,611.4000000000001,611.4000000000001,611.4000000000001,611.4000000000001,611.4000000000001,611.4000000000001,611.4000000000001,611.4000000000001,263.20000000000005,265.1,268.0,272.70000000000005,280.1,291.20000000000005,307.70000000000005,331.0,362.2000000000001,401.5,447.9,499.4,553.8000000000001,609.1,664.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,23.568552494089804,-6.233333333333333,100.0,0.0,,
0,10107.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.0,0.9797618016231516,0.94337145533941,0.854182266867878,0.6794524731808788,0.4374629023184448,0.2156059183468128,0.0829900872975439,0.026543941111046,0.0065640251217095,0.8976050991231778,0.2710890610258781,-136.86221052631578,15.277114942717509,0.0010469311791442,1.0,1.0,0.0031622776601683,0.0054555947811685,0.0094120496726806,0.0162377673918872,0.0280135676119886,0.0483293023857175,0.0833782223471789,0.1438449888287662,0.2481628922836825,0.4281332398719391,0.7386199822079358,1.2742749857031337,2.1983926488622894,3.79269019073225,6.543189129712962,11.288378916846884,19.47483039908755,33.59818286283781,57.96393953384961,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,262.20000000000005,263.70000000000005,266.20000000000005,270.5,277.8,289.70000000000005,308.8,337.8,378.4,428.9,482.9,530.8000000000001,566.8000000000001,591.0,606.2,615.6,621.1,624.4000000000001,626.3000000000001,627.4000000000001,628.5,628.8000000000001,629.0,629.0,629.0,629.0,629.0,629.0,629.0,629.0,263.3,265.20000000000005,268.3,273.3,281.0,292.70000000000005,310.1,334.6,367.3,408.2000000000001,456.0,508.80000000000007,564.0,620.0,675.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,22.235152349376875,-1.7533333333333263,100.0,0.0,,
0,10108.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.0,0.978145744280653,0.9384846062306444,0.8417129049610002,0.6551002924239601,0.4056483282434598,0.1911063511621217,0.0713343982390065,0.0225031808769834,0.0055376916773525,0.9101156420379396,0.2348029092628627,-136.86221052631578,15.277114942717509,0.0017410100247312,1.0,1.0,0.0031622776601683,0.0054555947811685,0.0094120496726806,0.0162377673918872,0.0280135676119886,0.0483293023857175,0.0833782223471789,0.1438449888287662,0.2481628922836825,0.4281332398719391,0.7386199822079358,1.2742749857031337,2.1983926488622894,3.79269019073225,6.543189129712962,11.288378916846884,19.47483039908755,33.59818286283781,57.96393953384961,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,262.40000000000003,263.90000000000003,266.6,271.3,279.1,292.1,313.1,345.5,391.3,447.3,503.6,549.7,582.6,604.2,617.8000000000001,626.1,631.1,634.0,635.7,636.8000000000001,637.7,638.0,638.1,638.1,638.1,638.1,638.1,638.1,638.1,638.1,263.5,265.6,269.0,274.5,283.0,296.0,315.1,341.8,377.1,420.6,470.7000000000001,525.2,581.6,638.2,693.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,25.276088832465085,-1.6733333333333271,100.0,0.0,,
0,10109.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.0,0.9766701643565696,0.9333077300249972,0.8267911848028757,0.6244552050669628,0.3673427684331762,0.1639667427970372,0.0591611569088424,0.0183918628137154,0.0045022467513818,0.92907034698128,0.1961491443224258,-136.86221052631578,15.277114942717509,0.0028952389293555,1.0,1.0,0.0031622776601683,0.0054555947811685,0.0094120496726806,0.0162377673918872,0.0280135676119886,0.0483293023857175,0.0833782223471789,0.1438449888287662,0.2481628922836825,0.4281332398719391,0.7386199822079358,1.2742749857031337,2.1983926488622894,3.79269019073225,6.543189129712962,11.288378916846884,19.47483039908755,33.59818286283781,57.96393953384961,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,10000000.000000004,262.6,264.3,267.3,272.40000000000003,281.1,295.6,319.40000000000003,355.90000000000003,406.3,464.7000000000001,519.0,561.4,591.4000000000001,611.3000000000001,623.9000000000001,631.6,636.2,639.0,640.6,641.5,642.4000000000001,642.7,642.8000000000001,642.8000000000001,642.8000000000001,642.8000000000001,642.8000000000001,642.8000000000001,642.8000000000001,642.8000000000001,263.8,266.1,269.90000000000003,275.90000000000003,285.5,300.0,321.40000000000003,351.1,389.7000000000001,436.5,489.5,546.0,603.8000000000001,661.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,18.76819117549692,0.8642857142857159,100.0,0.0,,
0,10110.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.0,0.9755404570768968,0.9288985459432684,0.8125986547562439,0.5929908930375416,0.3275809898749444,0.1357670753270744,0.04494723794473,0.0112596465531077,0.0,0.9634823070239524,0.158108441778855,-136.86221052631578,15.277114942717509,0.0048146813280697,1.0,1.0,0.0031622776601683,0.0051348329074375,0.0083378222347178,0.0135387618002254,0.0219839264886228,0.0356969884682606,0.0579639395338496,0.0941204967268066,0.1528306732658768,0.2481628922836825,0.4029611320200399,0.6543189129712969,1.062467830894041,1.7252105499420392,2.8013567611988672,4.548777947003778,7.386199822079358,11.99353946209233,19.47483039908755,31.6227766016838,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,262.90000000000003,264.6,267.3,271.70000000000005,278.70000000000005,290.0,307.6,334.3,372.2000000000001,419.9,471.1,518.0,556.2,585.0,605.5,619.6,629.0,635.0,638.8000000000001,641.3000000000001,643.9000000000001,644.8000000000001,645.1,645.2,645.2,645.2,645.2,645.2,645.2,645.2,263.8,266.0,269.3,274.5,282.40000000000003,294.20000000000005,311.20000000000005,334.8,365.8,404.3,449.4,499.1,551.6,604.9000000000001,657.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,16.99901957957186,-1.6133333333333402,,,,
0,10111.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.0,0.9749898829123852,0.9262120433283624,0.8030049612686323,0.5707987140397714,0.3001075219033423,0.1181254710994462,0.0379391743494822,0.0093886915632066,0.0,0.9884437215896834,0.1358413323899665,-136.86221052631578,15.277114942717509,0.0080066470700654,1.0,1.0,0.0031622776601683,0.0051348329074375,0.0083378222347178,0.0135387618002254,0.0219839264886228,0.0356969884682606,0.0579639395338496,0.0941204967268066,0.1528306732658768,0.2481628922836825,0.4029611320200399,0.6543189129712969,1.062467830894041,1.7252105499420392,2.8013567611988672,4.548777947003778,7.386199822079358,11.99353946209233,19.47483039908755,31.6227766016838,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,263.20000000000005,265.1,268.1,273.1,281.0,293.5,313.0,342.1,381.9,429.7000000000001,479.1,523.6,559.9,587.6,607.5,621.3000000000001,630.4000000000001,636.3000000000001,640.0,642.4000000000001,645.0,645.9000000000001,646.1,646.2,646.2,646.2,646.2,646.3000000000001,646.3000000000001,646.3000000000001,263.90000000000003,266.1,269.6,275.1,283.6,296.3,314.8,340.40000000000003,373.9,415.1,462.7000000000001,514.8000000000001,569.0,623.8000000000001,677.8000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,21.5829716829418,-5.2333333333333485,,,,
0,10112.0,0.0,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,31.6227766016838,1.0,0.9749944312105387,0.9252759935836,0.7978974655259992,0.5581296404974134,0.286282789530101,0.1105164959360954,0.0350895480581281,0.0086329699350456,0.0,1.0008415139649347,0.1255877678138356,-136.86221052631578,15.277114942717509,0.0133147747351096,1.0,1.0,0.0031622776601683,0.0051348329074375,0.0083378222347178,0.0135387618002254,0.0219839264886228,0.0356969884682606,0.0579639395338496,0.0941204967268066,0.1528306732658768,0.2481628922836825,0.4029611320200399,0.6543189129712969,1.062467830894041,1.7252105499420392,2.8013567611988672,4.548777947003778,7.386199822079358,11.99353946209233,19.47483039908755,31.6227766016838,100.0,316.227766016838,1000.0,3162.27766016838,10000.000000000002,31622.7766016838,100000.00000000004,316227.766016838,1000000.0000000003,3162277.6601683805,263.5,265.6,269.0,274.40000000000003,283.0,296.70000000000005,317.6,348.1,388.4,435.3,483.1,526.2,561.6,588.7,608.3000000000001,621.9000000000001,630.9000000000001,636.7,640.4000000000001,642.8000000000001,645.4000000000001,646.2,646.5,646.6,646.6,646.6,646.6,646.6,646.6,646.6,263.90000000000003,266.1,269.8,275.40000000000003,284.20000000000005,297.5,316.8,343.40000000000003,378.2000000000001,420.8,469.80000000000007,523.0,578.1,633.5,687.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,24.689714457644097,-6.593333333333336,,,,
