,param_id,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,MAE
,param_id,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_20,conc_21,conc_22,Hill_coef,IC50,Vhalf,Kmax,Ku,N,EC50,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,RMSE,MAE
0,23000.0,0.0,3.162277660168376e-10,9.99999999999999e-10,3.162277660168376e-09,9.99999999999999e-09,3.1622776601683765e-08,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.9829727369291168,0.9481536771429696,0.8526034908656277,0.6494939169126079,0.3771307061718963,0.1761836913271409,0.0848482219466594,0.0496790611206259,0.0318615813407871,0.0173739325081528,0.0062502986925806,0.0014057502037807,0.0002477128750903,4.334640391489225e-05,7.675337670754551e-06,1.651401917707828e-06,5.209503255081543e-07,1.636470386379794e-07,5.0615449008768413e-08,1.4873820603975452e-08,3.574567591190419e-09,0.0,0.9262134065716148,7.217815260530112e-08,-7.8585,78175857.11867201,1e-05,1.0,1.0,3.1622776601683795e-10,1.1288378916846883e-09,4.0296113202003955e-09,1.4384498882876632e-08,5.13483290743756e-08,1.8329807108324375e-07,6.543189129712968e-07,2.335721469090121e-06,8.3378222347179e-06,2.9763514416313192e-05,0.0001062467830894,0.0003792690190732,0.0013538761800225,0.0048329302385717,0.0172521054994204,0.0615848211066027,0.2198392648862293,0.7847599703514623,2.80135676119887,10.0,278.8,284.8,304.70000000000005,359.6,469.7000000000001,622.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,279.70000000000005,286.70000000000005,307.6,360.0,457.5,585.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,15.934449054381094,9.200000000000008
0,23001.0,0.0,3.162277660168376e-10,9.99999999999999e-10,3.162277660168376e-09,9.99999999999999e-09,3.1622776601683765e-08,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.983097416102272,0.9484910532563612,0.8538450915813346,0.6516284261038402,0.3806244581014623,0.1809166312436789,0.0898341165588189,0.0538683837661969,0.0343919146359139,0.0180390678135508,0.0061059112056792,0.0013144376048611,0.0002292208109341,4.009962793598295e-05,7.155003713238607e-06,1.6514103225131844e-06,5.20917803984801e-07,1.6366869827715553e-07,5.0619803619299443e-08,1.4884351842634714e-08,3.5754727586858562e-09,0.0,0.915152557952528,8.938324021422908e-08,-7.8585,78175857.11867201,1.1566800836990166e-05,1.0,1.0,3.1622776601683795e-10,1.1288378916846883e-09,4.0296113202003955e-09,1.4384498882876632e-08,5.13483290743756e-08,1.8329807108324375e-07,6.543189129712968e-07,2.335721469090121e-06,8.3378222347179e-06,2.9763514416313192e-05,0.0001062467830894,0.0003792690190732,0.0013538761800225,0.0048329302385717,0.0172521054994204,0.0615848211066027,0.2198392648862293,0.7847599703514623,2.80135676119887,10.0,278.8,284.90000000000003,304.8,359.6,469.7000000000001,622.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,279.70000000000005,286.90000000000003,307.6,359.1,454.7000000000001,580.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,18.18946581586902,10.50000000000002
0,23002.0,0.0,3.162277660168376e-10,9.99999999999999e-10,3.162277660168376e-09,9.99999999999999e-09,3.1622776601683765e-08,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.9831739995524708,0.9488789119910248,0.8550920766948309,0.6540057741562404,0.3847174786696056,0.1862592417607605,0.0954331035070921,0.0584357233280212,0.0369608319025304,0.0185810637362779,0.0059182106900499,0.0012221833473925,0.0002120114999409,3.717967745025106e-05,6.688377784716608e-06,1.651432154515661e-06,5.208770395021526e-07,1.6365504681832586e-07,5.0620297469697714e-08,1.4874129255711562e-08,3.583339187398922e-09,0.0,0.9025976121442768,1.1390744747835866e-07,-7.8585,78175857.11867201,1.337908816025964e-05,1.0,1.0,3.1622776601683795e-10,1.1288378916846883e-09,4.0296113202003955e-09,1.4384498882876632e-08,5.13483290743756e-08,1.8329807108324375e-07,6.543189129712968e-07,2.335721469090121e-06,8.3378222347179e-06,2.9763514416313192e-05,0.0001062467830894,0.0003792690190732,0.0013538761800225,0.0048329302385717,0.0172521054994204,0.0615848211066027,0.2198392648862293,0.7847599703514623,2.80135676119887,10.0,278.8,285.0,304.90000000000003,359.5,469.7000000000001,622.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,279.90000000000003,287.0,307.6,358.20000000000005,451.5,575.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,20.823384291064063,12.133333333333336
0,23003.0,0.0,3.162277660168376e-10,9.99999999999999e-10,3.162277660168376e-09,9.99999999999999e-09,3.1622776601683765e-08,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.983350178801616,0.949322461728096,0.8562225175392868,0.6567640890709299,0.3893182468163536,0.1923593322986534,0.1016450217080469,0.063312270162384,0.0395571162088374,0.0189894454117319,0.005698013680418,0.0011351660841982,0.0001971941839121,3.422775444630086e-05,6.259920779744437e-06,1.651446049366742e-06,5.209246850364651e-07,1.636635965187676e-07,5.0615764439268784e-08,1.4876006328881877e-08,3.582272438194742e-09,0.0,0.8885718204287683,1.493265035266224e-07,-7.8585,78175857.11867201,1.5475324813025675e-05,1.0,1.0,3.1622776601683795e-10,1.1288378916846883e-09,4.0296113202003955e-09,1.4384498882876632e-08,5.13483290743756e-08,1.8329807108324375e-07,6.543189129712968e-07,2.335721469090121e-06,8.3378222347179e-06,2.9763514416313192e-05,0.0001062467830894,0.0003792690190732,0.0013538761800225,0.0048329302385717,0.0172521054994204,0.0615848211066027,0.2198392648862293,0.7847599703514623,2.80135676119887,10.0,278.90000000000003,285.0,304.90000000000003,359.5,469.7000000000001,622.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,280.0,287.20000000000005,307.6,357.1,448.1,569.1,695.8000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,23.73499526016387,13.966666666666676
0,23004.0,0.0,3.162277660168376e-10,9.99999999999999e-10,3.162277660168376e-09,9.99999999999999e-09,3.1622776601683765e-08,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.978333383935195,0.9346402197697452,0.8195453174228541,0.5925662450011429,0.3242560780770576,0.1489270416287045,0.0744107807719621,0.0451801811718862,0.0286446913961272,0.0145533542811374,0.0047062422028682,0.0009797220211788,0.0001707474903972,3.000854165716181e-05,5.293645228140841e-06,1.2913481368947289e-06,4.0732609036413283e-07,1.279515268478271e-07,3.955557931874104e-08,1.1634062665700925e-08,2.7890697085045107e-09,0.0,0.9263971471268038,5.7280560804322496e-08,-7.8585,100000000.0,1e-05,1.0,1.0,3.1622776601683795e-10,1.1288378916846883e-09,4.0296113202003955e-09,1.4384498882876632e-08,5.13483290743756e-08,1.8329807108324375e-07,6.543189129712968e-07,2.335721469090121e-06,8.3378222347179e-06,2.9763514416313192e-05,0.0001062467830894,0.0003792690190732,0.0013538761800225,0.0048329302385717,0.0172521054994204,0.0615848211066027,0.2198392648862293,0.7847599703514623,2.80135676119887,10.0,279.5,287.1,311.70000000000005,376.3,497.1,653.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,280.5,289.3,314.6,375.3,480.80000000000007,611.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,18.46140117470321,10.899999999999986
0,23005.0,0.0,3.162277660168376e-10,9.99999999999999e-10,3.162277660168376e-09,9.99999999999999e-09,3.1622776601683765e-08,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.978478518047505,0.935079281875903,0.8206978842113892,0.5949674677432526,0.3280816216738751,0.1537791080743979,0.0793248298510521,0.0490602170378482,0.0307474131772781,0.0149194540931411,0.0045409918429833,0.0009106138391615,0.0001581847599872,2.781809945135325e-05,4.95728777335445e-06,1.2910813586801306e-06,4.072933715203675e-07,1.2795352940151225e-07,3.95565594884592e-08,1.1633376693769624e-08,2.7890020466052715e-09,0.0,0.914990494764565,7.155390697051028e-08,-7.8585,100000000.0,1.1566800836990166e-05,1.0,1.0,3.1622776601683795e-10,1.1288378916846883e-09,4.0296113202003955e-09,1.4384498882876632e-08,5.13483290743756e-08,1.8329807108324375e-07,6.543189129712968e-07,2.335721469090121e-06,8.3378222347179e-06,2.9763514416313192e-05,0.0001062467830894,0.0003792690190732,0.0013538761800225,0.0048329302385717,0.0172521054994204,0.0615848211066027,0.2198392648862293,0.7847599703514623,2.80135676119887,10.0,279.5,287.20000000000005,311.90000000000003,376.3,497.1,653.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,280.6,289.40000000000003,314.6,374.2000000000001,477.5,605.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,21.010592566607915,12.51666666666666
0,23006.0,0.0,3.162277660168376e-10,9.99999999999999e-10,3.162277660168376e-09,9.99999999999999e-09,3.1622776601683765e-08,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.9786427947462084,0.935568157501398,0.8220092456650434,0.5978185248021424,0.3324677693120413,0.1592753000188817,0.0847993216800425,0.0532499946120225,0.0328491446931979,0.0151766770644706,0.0043546361784344,0.0008456225312927,0.0001462109796866,2.5812027528948376e-05,4.653266414060606e-06,1.2912439069994106e-06,4.072903277277949e-07,1.27924569632403e-07,3.956459426820852e-08,1.1626533539237581e-08,2.7917892754208427e-09,0.0,0.9023394011662365,9.162510354677434e-08,-7.8585,100000000.0,1.337908816025964e-05,1.0,1.0,3.1622776601683795e-10,1.1288378916846883e-09,4.0296113202003955e-09,1.4384498882876632e-08,5.13483290743756e-08,1.8329807108324375e-07,6.543189129712968e-07,2.335721469090121e-06,8.3378222347179e-06,2.9763514416313192e-05,0.0001062467830894,0.0003792690190732,0.0013538761800225,0.0048329302385717,0.0172521054994204,0.0615848211066027,0.2198392648862293,0.7847599703514623,2.80135676119887,10.0,279.5,287.3,312.0,376.2000000000001,497.2000000000001,653.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,280.70000000000005,289.6,314.5,372.8,473.9,600.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,23.94573726852724,14.383333333333365
0,23007.0,0.0,3.162277660168376e-10,9.99999999999999e-10,3.162277660168376e-09,9.99999999999999e-09,3.1622776601683765e-08,9.999999999999993e-08,3.162277660168377e-07,9.999999999999991e-07,3.162277660168377e-06,9.999999999999994e-06,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.9788219446331088,0.936121166900836,0.8234755813513376,0.6009345651386837,0.3374651299412751,0.1655588910833955,0.0908433510838792,0.0577398890085876,0.0349107936644906,0.0153215940223295,0.0041446145399182,0.0007834570304143,0.0001354748076781,2.3965827439442296e-05,4.382621393642404e-06,1.291207806237946e-06,4.073636889869613e-07,1.279418200347488e-07,3.956686008575212e-08,1.1629700367628629e-08,2.7961158454930787e-09,0.0,0.8882489850006592,1.2067453488107326e-07,-7.8585,100000000.0,1.5475324813025675e-05,1.0,1.0,3.1622776601683795e-10,1.1288378916846883e-09,4.0296113202003955e-09,1.4384498882876632e-08,5.13483290743756e-08,1.8329807108324375e-07,6.543189129712968e-07,2.335721469090121e-06,8.3378222347179e-06,2.9763514416313192e-05,0.0001062467830894,0.0003792690190732,0.0013538761800225,0.0048329302385717,0.0172521054994204,0.0615848211066027,0.2198392648862293,0.7847599703514623,2.80135676119887,10.0,279.5,287.3,312.0,376.2000000000001,497.2000000000001,654.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,280.8,289.8,314.40000000000003,371.4,469.9,593.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,27.13583117085845,16.433333333333348
0,23008.0,0.0,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,,,,,,,,,,,,1.0,0.9877298515133218,0.9622250986750291,0.8895549645178698,0.7178505851039698,0.4450832146684667,0.2018911932183856,0.0758262179236813,0.0276893381996636,0.0097519354891102,0.0026533136808782,0.0,,,,,,,,,,,,0.9984747425804724,0.0080966132866709,-4.502750000000001,155.88726443420438,1e-05,1.0,1.0,0.0001,0.0001832980710832,0.0003359818286283,0.000615848211066,0.0011288378916846,0.0020691380811147,0.0037926901907322,0.0069519279617756,0.0127427498570313,0.0233572146909012,0.0428133239871939,0.078475997035146,0.1438449888287662,0.2636650898730358,0.4832930238571752,0.8858667904100823,1.623776739188721,2.97635144163132,5.455594781168514,10.0,277.90000000000003,279.20000000000005,281.6,285.70000000000005,293.20000000000005,305.90000000000003,326.8,358.6,403.2000000000001,460.3,527.0,597.6,666.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,278.3,279.8,282.6,287.5,296.1,310.70000000000005,334.1,368.9,416.3,474.4,539.6,607.7,675.6,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,8.356388620045786,6.76923076923076
