,Hill coefficient,IC50,protocol
0,0.9520338428836983,8623.185680453682,Milnes
0,0.7702348159396265,1293.8845099972307,Pneg80
0,0.9529653353925096,6799.252989740681,P0
0,1.3642591467989928,1405622.843223317,P40
