,Hill coefficient,IC50,protocol
0,0.9178998688523826,514.9691366543613,Milnes
0,0.9764472055938221,658.0341806011559,Pneg80
0,0.9164939134972699,504.6168566643679,P0
0,0.930713247566865,1247.930129250176,P40
