,0,1,drug concentration
0,260.20000000000005,260.20000000000005,0.1
1,260.3,260.3,0.19474830399087562
2,260.40000000000003,260.40000000000003,0.37926901907322497
3,260.5,260.5,0.7386199822079362
4,260.8,260.8,1.438449888287663
5,261.40000000000003,261.40000000000003,2.8013567611988686
6,262.3,262.3,5.45559478116852
7,264.1,264.1,10.624678308940409
8,267.20000000000005,267.20000000000005,20.6913808111479
9,272.70000000000005,272.70000000000005,40.29611320200404
10,282.3,282.3,78.47599703514615
11,298.8,298.8,152.83067326587687
12,326.20000000000005,326.20000000000005,297.63514416313194
13,368.90000000000003,368.90000000000003,579.6393953384974
14,429.20000000000005,429.20000000000005,1128.8378916846884
15,503.0,503.0,2198.392648862289
16,580.7,580.7,4281.332398719395
17,655.0,655.0,8337.8222347179
18,422.5,1000.0,16237.767391887242
19,1000.0,412.40000000000003,31622.776601683792
