,drug_conc,SD,CS
0,0.1,0.06965862093357815,0.06966320712203339
1,0.19474830399087562,0.06964733621249661,0.06965484202630672
2,0.37926901907322497,0.06962656800583697,0.06963945741236922
3,0.7386199822079362,0.06958903284728499,0.06961090610060047
4,1.438449888287663,0.06952163959948106,0.0695587208747999
5,2.8013567611988686,0.06940009995600988,0.06946242864365744
6,5.45559478116852,0.0691816300039248,0.06928589575547346
7,10.624678308940409,0.06879057392318488,0.06896274793053851
8,20.6913808111479,0.06809583625973793,0.06837589228472035
9,40.29611320200404,0.06687597700815891,0.06732134385594264
10,78.47599703514615,0.06477999471109067,0.06546769625127397
11,152.83067326587687,0.06130151930440961,0.06232670674058992
12,297.63514416313194,0.05583245233359091,0.05731738147895821
13,579.6393953384974,0.04788557370875432,0.05003527405302622
14,1128.8378916846884,0.0374988462107316,0.04068742894481125
15,2198.392648862289,0.025486417850519867,0.030255405923913833
16,4281.332398719395,0.01259653388379255,0.019966789966451935
17,8337.8222347179,-0.0216632328890571,0.010332799116698778
18,16237.767391887242,-0.016052385951720403,-0.021970825017381977
19,31622.776601683792,-0.017919179982351426,-0.018543386324845233
