,Hill coefficient,IC50,protocol
0,0.9005199600059255,593.9176974514941,Milnes
0,0.8444203357209897,279.08963647384275,Pneg80
0,1.0094010054498952,305.82040095689155,P0
0,1.0686502238854123,916.439896592109,P40
