,Vhalf,Kmax,Ku,N,EC50,param_id
0,-219.45,15.854809180042867,0.0007927,1.0,1.0,20000.0
0,-219.45,15.854809180042867,0.0010882288891639,1.0,1.0,20001.0
0,-219.45,15.854809180042867,0.0014939347990551,1.0,1.0,20002.0
0,-219.45,15.854809180042867,0.0020508931586465,1.0,1.0,20003.0
0,-219.45,15.854809180042867,0.0028154928520598,1.0,1.0,20004.0
0,-219.45,15.854809180042867,0.0038651452741845,1.0,1.0,20005.0
0,-219.45,15.854809180042867,0.005306121796623,1.0,1.0,20006.0
0,-219.45,15.854809180042867,0.007284313143065,1.0,1.0,20007.0
0,-219.45,15.854809180042867,0.01,1.0,1.0,20008.0
0,-219.45,15.854809180042867,0.01,1.0,1.0,20009.0
0,-219.45,15.854809180042867,0.0140221775674004,1.0,1.0,20010.0
0,-219.45,15.854809180042867,0.0196621463731709,1.0,1.0,20011.0
0,-219.45,15.854809180042867,0.0275706107800822,1.0,1.0,20012.0
0,-219.45,15.854809180042867,0.0386599999999999,1.0,1.0,20013.0
0,-219.45,15.854809180042867,0.0542097384755702,1.0,1.0,20014.0
0,-219.45,15.854809180042867,0.0760138578786789,1.0,1.0,20015.0
0,-219.45,15.854809180042867,0.09967,1.0,1.0,20016.0
0,-219.45,15.854809180042867,0.1292205265306377,1.0,1.0,20017.0
0,-219.45,15.854809180042867,0.1675323013630505,1.0,1.0,20018.0
0,-219.45,15.854809180042867,0.2172028914720866,1.0,1.0,20019.0
0,-219.45,15.854809180042867,0.2816,1.0,1.0,20020.0
0,-219.45,19.61015822874998,0.0007927,1.0,1.0,20021.0
0,-219.45,19.61015822874998,0.0010882288891639,1.0,1.0,20022.0
0,-219.45,19.61015822874998,0.0014939347990551,1.0,1.0,20023.0
0,-219.45,19.61015822874998,0.0020508931586465,1.0,1.0,20024.0
0,-219.45,19.61015822874998,0.0028154928520598,1.0,1.0,20025.0
0,-219.45,19.61015822874998,0.0038651452741845,1.0,1.0,20026.0
0,-219.45,19.61015822874998,0.005306121796623,1.0,1.0,20027.0
0,-219.45,19.61015822874998,0.007284313143065,1.0,1.0,20028.0
0,-219.45,19.61015822874998,0.01,1.0,1.0,20029.0
0,-219.45,19.61015822874998,0.01,1.0,1.0,20030.0
0,-219.45,19.61015822874998,0.0140221775674004,1.0,1.0,20031.0
0,-219.45,19.61015822874998,0.0196621463731709,1.0,1.0,20032.0
0,-219.45,19.61015822874998,0.0275706107800822,1.0,1.0,20033.0
0,-219.45,19.61015822874998,0.0386599999999999,1.0,1.0,20034.0
0,-219.45,19.61015822874998,0.0542097384755702,1.0,1.0,20035.0
0,-219.45,19.61015822874998,0.0760138578786789,1.0,1.0,20036.0
0,-219.45,19.61015822874998,0.09967,1.0,1.0,20037.0
0,-219.45,19.61015822874998,0.1292205265306377,1.0,1.0,20038.0
0,-219.45,19.61015822874998,0.1675323013630505,1.0,1.0,20039.0
0,-219.45,19.61015822874998,0.2172028914720866,1.0,1.0,20040.0
0,-219.45,19.61015822874998,0.2816,1.0,1.0,20041.0
0,-219.45,24.25499426638768,0.0007927,1.0,1.0,20042.0
0,-219.45,24.25499426638768,0.0010882288891639,1.0,1.0,20043.0
0,-219.45,24.25499426638768,0.0014939347990551,1.0,1.0,20044.0
0,-219.45,24.25499426638768,0.0020508931586465,1.0,1.0,20045.0
0,-219.45,24.25499426638768,0.0028154928520598,1.0,1.0,20046.0
0,-219.45,24.25499426638768,0.0038651452741845,1.0,1.0,20047.0
0,-219.45,24.25499426638768,0.005306121796623,1.0,1.0,20048.0
0,-219.45,24.25499426638768,0.007284313143065,1.0,1.0,20049.0
0,-219.45,24.25499426638768,0.01,1.0,1.0,20050.0
0,-219.45,24.25499426638768,0.01,1.0,1.0,20051.0
0,-219.45,24.25499426638768,0.0140221775674004,1.0,1.0,20052.0
0,-219.45,24.25499426638768,0.0196621463731709,1.0,1.0,20053.0
0,-219.45,24.25499426638768,0.0275706107800822,1.0,1.0,20054.0
0,-219.45,24.25499426638768,0.0386599999999999,1.0,1.0,20055.0
0,-219.45,24.25499426638768,0.0542097384755702,1.0,1.0,20056.0
0,-219.45,24.25499426638768,0.0760138578786789,1.0,1.0,20057.0
0,-219.45,24.25499426638768,0.09967,1.0,1.0,20058.0
0,-219.45,24.25499426638768,0.1292205265306377,1.0,1.0,20059.0
0,-219.45,24.25499426638768,0.1675323013630505,1.0,1.0,20060.0
0,-219.45,24.25499426638768,0.2172028914720866,1.0,1.0,20061.0
0,-219.45,24.25499426638768,0.2816,1.0,1.0,20062.0
