,Hill coefficient,IC50,protocol
0,0.6967206888006434,33.506529441738074,Milnes
0,0.9850894740187507,55.63221367496729,Pneg80
0,0.9335754644931626,44.06674105985677,P0
0,0.968527085878369,118.47422306258724,P40
