,Vhalf,Kmax,Ku,N,EC50,param_id
0,-199.5,15.277114942717507,8.231944705562404e-05,1.0,1.0,10000.0
0,-199.5,15.277114942717507,0.00013689436842574088,1.0,1.0,10001.0
0,-199.5,15.277114942717507,0.00022765055861004093,1.0,1.0,10002.0
0,-199.5,15.277114942717507,0.0003785749365108202,1.0,1.0,10003.0
0,-199.5,15.277114942717507,0.0006295569113874778,1.0,1.0,10004.0
0,-199.5,15.277114942717507,0.0010469311791442724,1.0,1.0,10005.0
0,-199.5,15.277114942717507,0.0017410100247312096,1.0,1.0,10006.0
0,-199.5,15.277114942717507,0.002895238929355512,1.0,1.0,10007.0
0,-199.5,15.277114942717507,0.004814681328069774,1.0,1.0,10008.0
0,-199.5,15.277114942717507,0.008006647070065445,1.0,1.0,10009.0
0,-199.5,15.277114942717507,0.013314774735109643,1.0,1.0,10010.0
0,-199.5,15.277114942717507,0.022142005847806755,1.0,1.0,10011.0
0,-199.5,15.277114942717507,0.03682138321660999,1.0,1.0,10012.0
0,-199.5,15.277114942717507,0.06123267563488366,1.0,1.0,10013.0
0,-199.5,15.277114942717507,0.10182780324546623,1.0,1.0,10014.0
0,-199.5,15.277114942717507,0.16933608414606532,1.0,1.0,10015.0
0,-199.5,15.277114942717507,0.2816,1.0,1.0,10016.0
0,-189.06036842105263,15.277114942717507,8.231944705562404e-05,1.0,1.0,10017.0
0,-189.06036842105263,15.277114942717507,0.00013689436842574088,1.0,1.0,10018.0
0,-189.06036842105263,15.277114942717507,0.00022765055861004093,1.0,1.0,10019.0
0,-189.06036842105263,15.277114942717507,0.0003785749365108202,1.0,1.0,10020.0
0,-189.06036842105263,15.277114942717507,0.0006295569113874778,1.0,1.0,10021.0
0,-189.06036842105263,15.277114942717507,0.0010469311791442724,1.0,1.0,10022.0
0,-189.06036842105263,15.277114942717507,0.0017410100247312096,1.0,1.0,10023.0
0,-189.06036842105263,15.277114942717507,0.002895238929355512,1.0,1.0,10024.0
0,-189.06036842105263,15.277114942717507,0.004814681328069774,1.0,1.0,10025.0
0,-189.06036842105263,15.277114942717507,0.008006647070065445,1.0,1.0,10026.0
0,-189.06036842105263,15.277114942717507,0.013314774735109643,1.0,1.0,10027.0
0,-189.06036842105263,15.277114942717507,0.022142005847806755,1.0,1.0,10028.0
0,-189.06036842105263,15.277114942717507,0.03682138321660999,1.0,1.0,10029.0
0,-189.06036842105263,15.277114942717507,0.06123267563488366,1.0,1.0,10030.0
0,-189.06036842105263,15.277114942717507,0.10182780324546623,1.0,1.0,10031.0
0,-189.06036842105263,15.277114942717507,0.16933608414606532,1.0,1.0,10032.0
0,-189.06036842105263,15.277114942717507,0.2816,1.0,1.0,10033.0
0,-178.62073684210526,15.277114942717507,8.231944705562404e-05,1.0,1.0,10034.0
0,-178.62073684210526,15.277114942717507,0.00013689436842574088,1.0,1.0,10035.0
0,-178.62073684210526,15.277114942717507,0.00022765055861004093,1.0,1.0,10036.0
0,-178.62073684210526,15.277114942717507,0.0003785749365108202,1.0,1.0,10037.0
0,-178.62073684210526,15.277114942717507,0.0006295569113874778,1.0,1.0,10038.0
0,-178.62073684210526,15.277114942717507,0.0010469311791442724,1.0,1.0,10039.0
0,-178.62073684210526,15.277114942717507,0.0017410100247312096,1.0,1.0,10040.0
0,-178.62073684210526,15.277114942717507,0.002895238929355512,1.0,1.0,10041.0
0,-178.62073684210526,15.277114942717507,0.004814681328069774,1.0,1.0,10042.0
0,-178.62073684210526,15.277114942717507,0.008006647070065445,1.0,1.0,10043.0
0,-178.62073684210526,15.277114942717507,0.013314774735109643,1.0,1.0,10044.0
0,-178.62073684210526,15.277114942717507,0.022142005847806755,1.0,1.0,10045.0
0,-178.62073684210526,15.277114942717507,0.03682138321660999,1.0,1.0,10046.0
0,-178.62073684210526,15.277114942717507,0.06123267563488366,1.0,1.0,10047.0
0,-178.62073684210526,15.277114942717507,0.10182780324546623,1.0,1.0,10048.0
0,-178.62073684210526,15.277114942717507,0.16933608414606532,1.0,1.0,10049.0
