,0,1,drug concentration
0,276.40000000000003,276.40000000000003,0.1
1,276.5,276.5,0.2198392648862289
2,276.5,276.5,0.4832930238571753
3,276.6,276.6,1.0624678308940414
4,276.90000000000003,276.90000000000003,2.3357214690901227
5,277.40000000000003,277.40000000000003,5.134832907437552
6,278.40000000000003,278.40000000000003,11.288378916846895
7,280.5,280.5,24.816289228368262
8,284.6,284.6,54.5559478116852
9,292.70000000000005,292.70000000000005,119.93539462092343
10,307.90000000000003,307.90000000000003,263.6650898730358
11,334.6,334.6,579.6393953384967
12,377.20000000000005,377.20000000000005,1274.2749857031347
13,436.70000000000005,436.70000000000005,2801.35676119887
14,509.5,509.5,6158.482110660267
15,588.7,588.7,13538.761800225446
16,668.8000000000001,668.8000000000001,29763.51441631319
17,1000.0,422.6,65431.89129712969
18,1000.0,411.5,143844.9888287663
19,1000.0,409.0,316227.7660168379
