,drug_conc,SD,CS
0,0.1,0.06965202006661017,0.06965666529106047
1,0.20691380811147897,0.06963486484730137,0.06964212196210444
2,0.42813323987193935,0.06960301057105929,0.06961547241439683
3,0.8858667904100825,0.06954510117016226,0.06956571168037952
4,1.8329807108324356,0.06943954788395788,0.06947286619139997
5,3.79269019073225,0.06924662747645494,0.0693003620798438
6,7.847599703514611,0.06889672540379238,0.06898091718070873
7,16.23776739188721,0.06826526628051284,0.06839379319922774
8,33.59818286283781,0.0671386326927127,0.06732576543441052
9,69.51927961775606,0.06517066148188637,0.06542782933493502
10,143.8449888287663,0.06184660276666466,0.0621800760447915
11,297.6351441631316,0.05653729485835636,0.05696910057621203
12,615.8482110660261,0.04872245056128819,0.04938744989855588
13,1274.2749857031322,0.03839361741351151,0.03971141447228236
14,2636.6508987303555,0.02640141407881941,0.029034539619944833
15,5455.594781168515,0.01380590543811165,0.018624569007343137
16,11288.378916846883,-0.0205519307748789,0.00882304061554761
17,23357.21469090121,-0.015427491262930254,-0.0011905878197268121
18,48329.30238571752,-0.031786787916986636,-0.018713191111205008
19,100000.0,-0.10336818482598897,-0.09186278256534355
