,0,1,drug concentration
0,276.5,276.5,0.1
1,276.5,276.5,0.20691380811147897
2,276.6,276.6,0.42813323987193935
3,276.8,276.8,0.8858667904100825
4,277.1,277.1,1.8329807108324356
5,277.70000000000005,277.70000000000005,3.79269019073225
6,278.90000000000003,278.90000000000003,7.847599703514611
7,280.90000000000003,280.90000000000003,16.23776739188721
8,284.8,284.8,33.59818286283781
9,291.70000000000005,291.70000000000005,69.51927961775606
10,303.70000000000005,303.70000000000005,143.8449888287663
11,323.90000000000003,323.90000000000003,297.6351441631316
12,355.3,355.3,615.8482110660261
13,399.8,399.8,1274.2749857031322
14,456.70000000000005,456.70000000000005,2636.6508987303555
15,522.5,522.5,5455.594781168515
16,592.2,592.2,11288.378916846883
17,662.5,662.5,23357.21469090121
18,1000.0,424.3,48329.30238571752
19,1000.0,414.20000000000005,100000.0
