,0,1,drug concentration
0,277.3,277.3,0.1
1,277.70000000000005,277.70000000000005,0.17252105499420406
2,278.20000000000005,278.20000000000005,0.29763514416313175
3,279.1,279.1,0.5134832907437552
4,280.3,280.3,0.8858667904100825
5,282.1,282.1,1.5283067326587687
6,284.70000000000005,284.70000000000005,2.636650898730358
7,288.40000000000003,288.40000000000003,4.548777947003775
8,293.6,293.6,7.847599703514611
9,300.90000000000003,300.90000000000003,13.538761800225432
10,311.0,311.0,23.357214690901213
11,324.6,324.6,40.296113202004
12,342.40000000000003,342.40000000000003,69.51927961775606
13,365.0,365.0,119.93539462092343
14,392.6,392.6,206.9138081114788
15,424.90000000000003,424.90000000000003,356.9698846826063
16,461.40000000000003,461.40000000000003,615.8482110660261
17,501.1,501.1,1062.4678308940408
18,542.8000000000001,542.8000000000001,1832.9807108324337
19,585.5,585.5,3162.2776601683795
