,drug_conc,SD,CS
0,0.1,0.06956576253485024,0.06942047351528056
1,0.20691380811147897,0.06946186308417797,0.06925472975324942
2,0.42813323987193935,0.0692571062464795,0.06898209571393676
3,0.8858667904100825,0.0688579653302969,0.06853430163563637
4,1.8329807108324356,0.06808603402418692,0.06780539641428837
5,3.79269019073225,0.06662617940525577,0.06663191837806434
6,7.847599703514611,0.0639668104727949,0.06477962843603768
7,16.23776739188721,0.05942091211880545,0.061941226844443205
8,33.59818286283781,0.05237198006985462,0.057782756454907276
9,69.51927961775606,0.04276922454878148,0.05206538236208341
10,143.8449888287663,0.03145001709161416,0.04482814785048602
11,297.6351441631316,0.01965497004661785,0.03650026430075452
12,615.8482110660261,0.006660017900208958,0.027787536015484025
13,1274.2749857031322,-0.016574009745199018,0.019342635784136527
14,2636.6508987303555,-0.03201359855875392,0.011374719712593143
15,5455.594781168515,-0.10409501557088517,0.002442323909277499
16,11288.378916846883,-0.10507053908345765,-0.020397332707828914
17,23357.21469090121,-0.10578277519630862,-0.019103571123437
18,48329.30238571752,-0.10616521883760462,-0.0913385535246689
19,100000.0,-0.10635868988723834,-0.1054609099472004
