,0,1,drug concentration
0,276.70000000000005,276.70000000000005,0.1
1,277.0,277.0,0.17252105499420406
2,277.40000000000003,277.40000000000003,0.29763514416313175
3,278.0,278.0,0.5134832907437552
4,279.0,279.0,0.8858667904100825
5,280.8,280.8,1.5283067326587687
6,283.6,283.6,2.636650898730358
7,288.20000000000005,288.20000000000005,4.548777947003775
8,295.6,295.6,7.847599703514611
9,307.0,307.0,13.538761800225432
10,324.1,324.1,23.357214690901213
11,348.8,348.8,40.296113202004
12,382.6,382.6,69.51927961775606
13,426.3,426.3,119.93539462092343
14,479.6,479.6,206.9138081114788
15,540.9,540.9,356.9698846826063
16,608.4000000000001,608.4000000000001,615.8482110660261
17,680.6,680.6,1062.4678308940408
18,1000.0,414.3,1832.9807108324337
19,1000.0,403.8,3162.2776601683795
