,APD,drug concentration
0,261.1,0.1
1,261.70000000000005,0.20691380811147897
2,262.6,0.42813323987193935
3,264.20000000000005,0.8858667904100825
4,266.8,1.8329807108324356
5,271.1,3.79269019073225
6,277.90000000000003,7.847599703514611
7,288.5,16.23776739188721
8,304.5,33.59818286283781
9,327.8,69.51927961775606
10,359.6,143.8449888287663
11,400.3,297.6351441631316
12,448.8,615.8482110660261
13,502.9,1274.2749857031322
14,560.0,2636.6508987303555
15,617.8000000000001,5455.594781168515
16,675.1,11288.378916846883
17,1000.0,23357.21469090121
18,1000.0,48329.30238571752
19,1000.0,100000.0
