,Vhalf,Kmax,Ku,N,EC50,param_id
0,-219.45000000000002,20473062.991432272,0.03865999999999999,1.0,1.0,5141.0
0,-219.45000000000002,20473062.991432272,0.09967,1.0,1.0,5142.0
0,-219.45000000000002,20473062.991432272,0.12922052653063773,1.0,1.0,5143.0
0,-219.45000000000002,20473062.991432272,0.16753230136305056,1.0,1.0,5144.0
0,-219.45000000000002,20473062.991432272,0.21720289147208666,1.0,1.0,5145.0
0,-219.45000000000002,20473062.991432272,0.2816,1.0,1.0,5146.0
0,-219.45000000000002,20473062.991432272,0.0020449034846484362,1.0,1.0,5147.0
0,-219.45000000000002,20473062.991432272,0.005275173787722109,1.0,1.0,5148.0
0,-219.45000000000002,20473062.991432272,0.05420973847557029,1.0,1.0,5149.0
0,-219.45000000000002,20473062.991432272,0.0760138578786789,1.0,1.0,5150.0
0,-219.45000000000002,155.88726443420438,1.7900000000000005e-05,1.0,1.0,5151.0
0,-219.45000000000002,155.88726443420438,4.617607212716914e-05,1.0,1.0,5152.0
0,-219.45000000000002,155.88726443420438,0.00011911897413930335,1.0,1.0,5153.0
0,-219.45000000000002,155.88726443420438,0.00030728750511569076,1.0,1.0,5154.0
0,-219.45000000000002,155.88726443420438,0.0007927000000000001,1.0,1.0,5155.0
0,-219.45000000000002,155.88726443420438,0.01,1.0,1.0,5156.0
0,-219.45000000000002,155.88726443420438,0.014022177567400491,1.0,1.0,5157.0
0,-219.45000000000002,155.88726443420438,0.019662146373170954,1.0,1.0,5158.0
0,-219.45000000000002,155.88726443420438,0.027570610780082282,1.0,1.0,5159.0
0,-219.45000000000002,155.88726443420438,0.03865999999999999,1.0,1.0,5160.0
0,-219.45000000000002,155.88726443420438,0.09967,1.0,1.0,5161.0
0,-219.45000000000002,155.88726443420438,0.12922052653063773,1.0,1.0,5162.0
0,-219.45000000000002,155.88726443420438,0.16753230136305056,1.0,1.0,5163.0
0,-219.45000000000002,155.88726443420438,0.21720289147208666,1.0,1.0,5164.0
0,-219.45000000000002,155.88726443420438,0.2816,1.0,1.0,5165.0
0,-219.45000000000002,155.88726443420438,0.0020449034846484362,1.0,1.0,5166.0
0,-219.45000000000002,155.88726443420438,0.005275173787722109,1.0,1.0,5167.0
0,-219.45000000000002,155.88726443420438,0.05420973847557029,1.0,1.0,5168.0
0,-219.45000000000002,155.88726443420438,0.0760138578786789,1.0,1.0,5169.0
0,-219.45000000000002,1214.9015570016766,1.7900000000000005e-05,1.0,1.0,5170.0
0,-219.45000000000002,1214.9015570016766,4.617607212716914e-05,1.0,1.0,5171.0
0,-219.45000000000002,1214.9015570016766,0.00011911897413930335,1.0,1.0,5172.0
0,-219.45000000000002,1214.9015570016766,0.00030728750511569076,1.0,1.0,5173.0
0,-219.45000000000002,1214.9015570016766,0.0007927000000000001,1.0,1.0,5174.0
0,-219.45000000000002,1214.9015570016766,0.01,1.0,1.0,5175.0
0,-219.45000000000002,1214.9015570016766,0.014022177567400491,1.0,1.0,5176.0
0,-219.45000000000002,1214.9015570016766,0.019662146373170954,1.0,1.0,5177.0
0,-219.45000000000002,1214.9015570016766,0.027570610780082282,1.0,1.0,5178.0
0,-219.45000000000002,1214.9015570016766,0.03865999999999999,1.0,1.0,5179.0
0,-219.45000000000002,1214.9015570016766,0.09967,1.0,1.0,5180.0
0,-219.45000000000002,1214.9015570016766,0.12922052653063773,1.0,1.0,5181.0
0,-219.45000000000002,1214.9015570016766,0.16753230136305056,1.0,1.0,5182.0
0,-219.45000000000002,1214.9015570016766,0.21720289147208666,1.0,1.0,5183.0
0,-219.45000000000002,1214.9015570016766,0.2816,1.0,1.0,5184.0
0,-219.45000000000002,1214.9015570016766,0.0020449034846484362,1.0,1.0,5185.0
0,-219.45000000000002,1214.9015570016766,0.005275173787722109,1.0,1.0,5186.0
0,-219.45000000000002,1214.9015570016766,0.05420973847557029,1.0,1.0,5187.0
0,-219.45000000000002,1214.9015570016766,0.0760138578786789,1.0,1.0,5188.0
0,-219.45000000000002,9468.289783403514,1.7900000000000005e-05,1.0,1.0,5189.0
0,-219.45000000000002,9468.289783403514,4.617607212716914e-05,1.0,1.0,5190.0
0,-219.45000000000002,9468.289783403514,0.00011911897413930335,1.0,1.0,5191.0
0,-219.45000000000002,9468.289783403514,0.00030728750511569076,1.0,1.0,5192.0
0,-219.45000000000002,9468.289783403514,0.0007927000000000001,1.0,1.0,5193.0
0,-219.45000000000002,9468.289783403514,0.01,1.0,1.0,5194.0
0,-219.45000000000002,9468.289783403514,0.014022177567400491,1.0,1.0,5195.0
0,-219.45000000000002,9468.289783403514,0.019662146373170954,1.0,1.0,5196.0
0,-219.45000000000002,9468.289783403514,0.027570610780082282,1.0,1.0,5197.0
0,-219.45000000000002,9468.289783403514,0.03865999999999999,1.0,1.0,5198.0
0,-219.45000000000002,9468.289783403514,0.09967,1.0,1.0,5199.0
0,-219.45000000000002,9468.289783403514,0.12922052653063773,1.0,1.0,5200.0
0,-219.45000000000002,9468.289783403514,0.16753230136305056,1.0,1.0,5201.0
0,-219.45000000000002,9468.289783403514,0.21720289147208666,1.0,1.0,5202.0
0,-219.45000000000002,9468.289783403514,0.2816,1.0,1.0,5203.0
0,-219.45000000000002,9468.289783403514,0.0020449034846484362,1.0,1.0,5204.0
0,-219.45000000000002,9468.289783403514,0.005275173787722109,1.0,1.0,5205.0
0,-219.45000000000002,9468.289783403514,0.05420973847557029,1.0,1.0,5206.0
0,-219.45000000000002,9468.289783403514,0.0760138578786789,1.0,1.0,5207.0
0,-219.45000000000002,73790.7618159219,1.7900000000000005e-05,1.0,1.0,5208.0
0,-219.45000000000002,73790.7618159219,4.617607212716914e-05,1.0,1.0,5209.0
0,-219.45000000000002,73790.7618159219,0.00011911897413930335,1.0,1.0,5210.0
0,-219.45000000000002,73790.7618159219,0.00030728750511569076,1.0,1.0,5211.0
0,-219.45000000000002,73790.7618159219,0.0007927000000000001,1.0,1.0,5212.0
0,-219.45000000000002,73790.7618159219,0.01,1.0,1.0,5213.0
0,-219.45000000000002,73790.7618159219,0.014022177567400491,1.0,1.0,5214.0
0,-219.45000000000002,73790.7618159219,0.019662146373170954,1.0,1.0,5215.0
0,-219.45000000000002,73790.7618159219,0.027570610780082282,1.0,1.0,5216.0
0,-219.45000000000002,73790.7618159219,0.03865999999999999,1.0,1.0,5217.0
0,-219.45000000000002,73790.7618159219,0.09967,1.0,1.0,5218.0
0,-219.45000000000002,73790.7618159219,0.12922052653063773,1.0,1.0,5219.0
0,-219.45000000000002,73790.7618159219,0.16753230136305056,1.0,1.0,5220.0
0,-219.45000000000002,73790.7618159219,0.21720289147208666,1.0,1.0,5221.0
0,-219.45000000000002,73790.7618159219,0.2816,1.0,1.0,5222.0
0,-219.45000000000002,73790.7618159219,0.0020449034846484362,1.0,1.0,5223.0
0,-219.45000000000002,73790.7618159219,0.005275173787722109,1.0,1.0,5224.0
0,-219.45000000000002,73790.7618159219,0.05420973847557029,1.0,1.0,5225.0
0,-219.45000000000002,73790.7618159219,0.0760138578786789,1.0,1.0,5226.0
0,-209.47500000000002,1.0,0.0020449034846484362,1.0,1.0,5227.0
0,-209.47500000000002,1.0,0.005275173787722109,1.0,1.0,5228.0
0,-209.47500000000002,1.0,0.05420973847557029,1.0,1.0,5229.0
0,-209.47500000000002,1.0,0.0760138578786789,1.0,1.0,5230.0
0,-209.47500000000002,2.340347319320716,0.0020449034846484362,1.0,1.0,5231.0
0,-209.47500000000002,2.340347319320716,0.005275173787722109,1.0,1.0,5232.0
0,-209.47500000000002,2.340347319320716,0.05420973847557029,1.0,1.0,5233.0
0,-209.47500000000002,2.340347319320716,0.0760138578786789,1.0,1.0,5234.0
0,-209.47500000000002,5.477225575051662,1.7900000000000005e-05,1.0,1.0,5235.0
0,-209.47500000000002,5.477225575051662,4.617607212716914e-05,1.0,1.0,5236.0
0,-209.47500000000002,5.477225575051662,0.00011911897413930335,1.0,1.0,5237.0
0,-209.47500000000002,5.477225575051662,0.00030728750511569076,1.0,1.0,5238.0
0,-209.47500000000002,5.477225575051662,0.0007927000000000001,1.0,1.0,5239.0
0,-209.47500000000002,5.477225575051662,0.01,1.0,1.0,5240.0
0,-209.47500000000002,5.477225575051662,0.014022177567400491,1.0,1.0,5241.0
0,-209.47500000000002,5.477225575051662,0.019662146373170954,1.0,1.0,5242.0
0,-209.47500000000002,5.477225575051662,0.027570610780082282,1.0,1.0,5243.0
0,-209.47500000000002,5.477225575051662,0.03865999999999999,1.0,1.0,5244.0
0,-209.47500000000002,5.477225575051662,0.09967,1.0,1.0,5245.0
0,-209.47500000000002,5.477225575051662,0.12922052653063773,1.0,1.0,5246.0
0,-209.47500000000002,5.477225575051662,0.16753230136305056,1.0,1.0,5247.0
0,-209.47500000000002,5.477225575051662,0.21720289147208666,1.0,1.0,5248.0
0,-209.47500000000002,5.477225575051662,0.2816,1.0,1.0,5249.0
0,-209.47500000000002,5.477225575051662,0.0020449034846484362,1.0,1.0,5250.0
0,-209.47500000000002,5.477225575051662,0.005275173787722109,1.0,1.0,5251.0
0,-209.47500000000002,5.477225575051662,0.05420973847557029,1.0,1.0,5252.0
0,-209.47500000000002,5.477225575051662,0.0760138578786789,1.0,1.0,5253.0
0,-209.47500000000002,12.81861019188702,0.0020449034846484362,1.0,1.0,5254.0
0,-209.47500000000002,12.81861019188702,0.005275173787722109,1.0,1.0,5255.0
0,-209.47500000000002,12.81861019188702,0.05420973847557029,1.0,1.0,5256.0
0,-209.47500000000002,12.81861019188702,0.0760138578786789,1.0,1.0,5257.0
0,-209.47500000000002,29.999999999999996,0.0020449034846484362,1.0,1.0,5258.0
0,-209.47500000000002,29.999999999999996,0.005275173787722109,1.0,1.0,5259.0
0,-209.47500000000002,29.999999999999996,0.05420973847557029,1.0,1.0,5260.0
0,-209.47500000000002,29.999999999999996,0.0760138578786789,1.0,1.0,5261.0
0,-209.47500000000002,55.84,0.0020449034846484362,1.0,1.0,5262.0
0,-209.47500000000002,55.84,0.005275173787722109,1.0,1.0,5263.0
0,-209.47500000000002,55.84,0.05420973847557029,1.0,1.0,5264.0
0,-209.47500000000002,55.84,0.0760138578786789,1.0,1.0,5265.0
0,-209.47500000000002,435.1869486529291,0.0020449034846484362,1.0,1.0,5266.0
0,-209.47500000000002,435.1869486529291,0.005275173787722109,1.0,1.0,5267.0
0,-209.47500000000002,435.1869486529291,0.05420973847557029,1.0,1.0,5268.0
0,-209.47500000000002,435.1869486529291,0.0760138578786789,1.0,1.0,5269.0
0,-209.47500000000002,3391.613185491529,0.0020449034846484362,1.0,1.0,5270.0
0,-209.47500000000002,3391.613185491529,0.005275173787722109,1.0,1.0,5271.0
0,-209.47500000000002,3391.613185491529,0.05420973847557029,1.0,1.0,5272.0
0,-209.47500000000002,3391.613185491529,0.0760138578786789,1.0,1.0,5273.0
0,-209.47500000000002,26432.410336767512,0.0020449034846484362,1.0,1.0,5274.0
0,-209.47500000000002,26432.410336767512,0.005275173787722109,1.0,1.0,5275.0
0,-209.47500000000002,26432.410336767512,0.05420973847557029,1.0,1.0,5276.0
0,-209.47500000000002,26432.410336767512,0.0760138578786789,1.0,1.0,5277.0
0,-209.47500000000002,205999.99999999994,0.0020449034846484362,1.0,1.0,5278.0
0,-209.47500000000002,205999.99999999994,0.005275173787722109,1.0,1.0,5279.0
0,-209.47500000000002,205999.99999999994,0.05420973847557029,1.0,1.0,5280.0
0,-209.47500000000002,205999.99999999994,0.0760138578786789,1.0,1.0,5281.0
0,-209.47500000000002,37350000.00000001,0.0020449034846484362,1.0,1.0,5282.0
0,-209.47500000000002,37350000.00000001,0.005275173787722109,1.0,1.0,5283.0
0,-209.47500000000002,37350000.00000001,0.05420973847557029,1.0,1.0,5284.0
0,-209.47500000000002,37350000.00000001,0.0760138578786789,1.0,1.0,5285.0
0,-209.47500000000002,47776898.61884367,0.0020449034846484362,1.0,1.0,5286.0
0,-209.47500000000002,47776898.61884367,0.005275173787722109,1.0,1.0,5287.0
0,-209.47500000000002,47776898.61884367,0.05420973847557029,1.0,1.0,5288.0
0,-209.47500000000002,47776898.61884367,0.0760138578786789,1.0,1.0,5289.0
0,-209.47500000000002,61114646.36239009,0.0020449034846484362,1.0,1.0,5290.0
0,-209.47500000000002,61114646.36239009,0.005275173787722109,1.0,1.0,5291.0
0,-209.47500000000002,61114646.36239009,0.05420973847557029,1.0,1.0,5292.0
0,-209.47500000000002,61114646.36239009,0.0760138578786789,1.0,1.0,5293.0
0,-209.47500000000002,78175857.11867201,0.0020449034846484362,1.0,1.0,5294.0
0,-209.47500000000002,78175857.11867201,0.005275173787722109,1.0,1.0,5295.0
0,-209.47500000000002,78175857.11867201,0.05420973847557029,1.0,1.0,5296.0
0,-209.47500000000002,78175857.11867201,0.0760138578786789,1.0,1.0,5297.0
0,-209.47500000000002,100000000.0,0.0020449034846484362,1.0,1.0,5298.0
0,-209.47500000000002,100000000.0,0.005275173787722109,1.0,1.0,5299.0
0,-209.47500000000002,100000000.0,0.05420973847557029,1.0,1.0,5300.0
0,-209.47500000000002,100000000.0,0.0760138578786789,1.0,1.0,5301.0
0,-209.47500000000002,650423.3455655788,1.7900000000000005e-05,1.0,1.0,5302.0
0,-209.47500000000002,650423.3455655788,4.617607212716914e-05,1.0,1.0,5303.0
0,-209.47500000000002,650423.3455655788,0.00011911897413930335,1.0,1.0,5304.0
0,-209.47500000000002,650423.3455655788,0.00030728750511569076,1.0,1.0,5305.0
0,-209.47500000000002,650423.3455655788,0.0007927000000000001,1.0,1.0,5306.0
0,-209.47500000000002,650423.3455655788,0.01,1.0,1.0,5307.0
0,-209.47500000000002,650423.3455655788,0.014022177567400491,1.0,1.0,5308.0
0,-209.47500000000002,650423.3455655788,0.019662146373170954,1.0,1.0,5309.0
0,-209.47500000000002,650423.3455655788,0.027570610780082282,1.0,1.0,5310.0
0,-209.47500000000002,650423.3455655788,0.03865999999999999,1.0,1.0,5311.0
0,-209.47500000000002,650423.3455655788,0.09967,1.0,1.0,5312.0
0,-209.47500000000002,650423.3455655788,0.12922052653063773,1.0,1.0,5313.0
0,-209.47500000000002,650423.3455655788,0.16753230136305056,1.0,1.0,5314.0
0,-209.47500000000002,650423.3455655788,0.21720289147208666,1.0,1.0,5315.0
0,-209.47500000000002,650423.3455655788,0.2816,1.0,1.0,5316.0
0,-209.47500000000002,650423.3455655788,0.0020449034846484362,1.0,1.0,5317.0
0,-209.47500000000002,650423.3455655788,0.005275173787722109,1.0,1.0,5318.0
0,-209.47500000000002,650423.3455655788,0.05420973847557029,1.0,1.0,5319.0
0,-209.47500000000002,650423.3455655788,0.0760138578786789,1.0,1.0,5320.0
0,-209.47500000000002,2053643.342022915,1.7900000000000005e-05,1.0,1.0,5321.0
0,-209.47500000000002,2053643.342022915,4.617607212716914e-05,1.0,1.0,5322.0
0,-209.47500000000002,2053643.342022915,0.00011911897413930335,1.0,1.0,5323.0
0,-209.47500000000002,2053643.342022915,0.00030728750511569076,1.0,1.0,5324.0
0,-209.47500000000002,2053643.342022915,0.0007927000000000001,1.0,1.0,5325.0
0,-209.47500000000002,2053643.342022915,0.01,1.0,1.0,5326.0
0,-209.47500000000002,2053643.342022915,0.014022177567400491,1.0,1.0,5327.0
0,-209.47500000000002,2053643.342022915,0.019662146373170954,1.0,1.0,5328.0
0,-209.47500000000002,2053643.342022915,0.027570610780082282,1.0,1.0,5329.0
0,-209.47500000000002,2053643.342022915,0.03865999999999999,1.0,1.0,5330.0
0,-209.47500000000002,2053643.342022915,0.09967,1.0,1.0,5331.0
0,-209.47500000000002,2053643.342022915,0.12922052653063773,1.0,1.0,5332.0
0,-209.47500000000002,2053643.342022915,0.16753230136305056,1.0,1.0,5333.0
0,-209.47500000000002,2053643.342022915,0.21720289147208666,1.0,1.0,5334.0
0,-209.47500000000002,2053643.342022915,0.2816,1.0,1.0,5335.0
0,-209.47500000000002,2053643.342022915,0.0020449034846484362,1.0,1.0,5336.0
0,-209.47500000000002,2053643.342022915,0.005275173787722109,1.0,1.0,5337.0
0,-209.47500000000002,2053643.342022915,0.05420973847557029,1.0,1.0,5338.0
0,-209.47500000000002,2053643.342022915,0.0760138578786789,1.0,1.0,5339.0
0,-209.47500000000002,6484162.976296218,1.7900000000000005e-05,1.0,1.0,5340.0
0,-209.47500000000002,6484162.976296218,4.617607212716914e-05,1.0,1.0,5341.0
