,Vhalf,Kmax,Ku,N,EC50,param_id
0,-219.45000000000002,15.935291048150967,0.00016337414709516728,1.0,1.0,15000.0
0,-219.45000000000002,15.935291048150967,0.00022406120468562244,1.0,1.0,15001.0
0,-219.45000000000002,15.935291048150967,0.00030729111268705403,1.0,1.0,15002.0
0,-219.45000000000002,15.935291048150967,0.0004214376516851205,1.0,1.0,15003.0
0,-219.45000000000002,15.935291048150967,0.0005779851317689974,1.0,1.0,15004.0
0,-219.45000000000002,15.935291048150967,2.268754480201686e-05,1.0,1.0,15005.0
0,-219.45000000000002,15.935291048150967,2.8752459474486523e-05,1.0,1.0,15006.0
0,-219.45000000000002,15.935291048150967,3.643866857547744e-05,1.0,1.0,15007.0
0,-219.45000000000002,15.935291048150967,4.617958226257796e-05,1.0,1.0,15008.0
0,-219.45000000000002,15.935291048150967,5.852447142872203e-05,1.0,1.0,15009.0
0,-219.45000000000002,15.935291048150967,7.416944000350736e-05,1.0,1.0,15010.0
0,-219.45000000000002,15.935291048150967,9.399667687958119e-05,1.0,1.0,15011.0
0,-219.45000000000002,19.676144349482158,0.00016337414709516728,1.0,1.0,15012.0
0,-219.45000000000002,19.676144349482158,0.00022406120468562244,1.0,1.0,15013.0
0,-219.45000000000002,19.676144349482158,0.00030729111268705403,1.0,1.0,15014.0
0,-219.45000000000002,19.676144349482158,0.0004214376516851205,1.0,1.0,15015.0
0,-219.45000000000002,19.676144349482158,0.0005779851317689974,1.0,1.0,15016.0
0,-219.45000000000002,19.676144349482158,2.268754480201686e-05,1.0,1.0,15017.0
0,-219.45000000000002,19.676144349482158,2.8752459474486523e-05,1.0,1.0,15018.0
0,-219.45000000000002,19.676144349482158,3.643866857547744e-05,1.0,1.0,15019.0
0,-219.45000000000002,19.676144349482158,4.617958226257796e-05,1.0,1.0,15020.0
0,-219.45000000000002,19.676144349482158,5.852447142872203e-05,1.0,1.0,15021.0
0,-219.45000000000002,19.676144349482158,7.416944000350736e-05,1.0,1.0,15022.0
0,-219.45000000000002,19.676144349482158,9.399667687958119e-05,1.0,1.0,15023.0
0,-219.45000000000002,24.29517322851667,0.00016337414709516728,1.0,1.0,15024.0
0,-219.45000000000002,24.29517322851667,0.00022406120468562244,1.0,1.0,15025.0
0,-219.45000000000002,24.29517322851667,0.00030729111268705403,1.0,1.0,15026.0
0,-219.45000000000002,24.29517322851667,0.0004214376516851205,1.0,1.0,15027.0
0,-219.45000000000002,24.29517322851667,0.0005779851317689974,1.0,1.0,15028.0
0,-219.45000000000002,24.29517322851667,2.268754480201686e-05,1.0,1.0,15029.0
0,-219.45000000000002,24.29517322851667,2.8752459474486523e-05,1.0,1.0,15030.0
0,-219.45000000000002,24.29517322851667,3.643866857547744e-05,1.0,1.0,15031.0
0,-219.45000000000002,24.29517322851667,4.617958226257796e-05,1.0,1.0,15032.0
0,-219.45000000000002,24.29517322851667,5.852447142872203e-05,1.0,1.0,15033.0
0,-219.45000000000002,24.29517322851667,7.416944000350736e-05,1.0,1.0,15034.0
0,-219.45000000000002,24.29517322851667,9.399667687958119e-05,1.0,1.0,15035.0
