,Vhalf,Kmax,Ku,N,EC50,param_id
0,-209.47500000000002,15.935291048150967,0.00016337414709516728,1.0,1.0,17000.0
0,-209.47500000000002,15.935291048150967,0.00022406120468562244,1.0,1.0,17001.0
0,-209.47500000000002,15.935291048150967,0.00030729111268705403,1.0,1.0,17002.0
0,-209.47500000000002,15.935291048150967,0.0004214376516851205,1.0,1.0,17003.0
0,-209.47500000000002,15.935291048150967,0.0005779851317689974,1.0,1.0,17004.0
0,-209.47500000000002,15.935291048150967,2.268754480201686e-05,1.0,1.0,17005.0
0,-209.47500000000002,15.935291048150967,2.8752459474486523e-05,1.0,1.0,17006.0
0,-209.47500000000002,15.935291048150967,3.643866857547744e-05,1.0,1.0,17007.0
0,-209.47500000000002,15.935291048150967,4.617958226257796e-05,1.0,1.0,17008.0
0,-209.47500000000002,15.935291048150967,5.852447142872203e-05,1.0,1.0,17009.0
0,-209.47500000000002,15.935291048150967,7.416944000350736e-05,1.0,1.0,17010.0
0,-209.47500000000002,15.935291048150967,9.399667687958119e-05,1.0,1.0,17011.0
0,-209.47500000000002,19.676144349482158,0.00016337414709516728,1.0,1.0,17012.0
0,-209.47500000000002,19.676144349482158,0.00022406120468562244,1.0,1.0,17013.0
0,-209.47500000000002,19.676144349482158,0.00030729111268705403,1.0,1.0,17014.0
0,-209.47500000000002,19.676144349482158,0.0004214376516851205,1.0,1.0,17015.0
0,-209.47500000000002,19.676144349482158,0.0005779851317689974,1.0,1.0,17016.0
0,-209.47500000000002,19.676144349482158,2.268754480201686e-05,1.0,1.0,17017.0
0,-209.47500000000002,19.676144349482158,2.8752459474486523e-05,1.0,1.0,17018.0
0,-209.47500000000002,19.676144349482158,3.643866857547744e-05,1.0,1.0,17019.0
0,-209.47500000000002,19.676144349482158,4.617958226257796e-05,1.0,1.0,17020.0
0,-209.47500000000002,19.676144349482158,5.852447142872203e-05,1.0,1.0,17021.0
0,-209.47500000000002,19.676144349482158,7.416944000350736e-05,1.0,1.0,17022.0
0,-209.47500000000002,19.676144349482158,9.399667687958119e-05,1.0,1.0,17023.0
0,-209.47500000000002,24.29517322851667,0.00016337414709516728,1.0,1.0,17024.0
0,-209.47500000000002,24.29517322851667,0.00022406120468562244,1.0,1.0,17025.0
0,-209.47500000000002,24.29517322851667,0.00030729111268705403,1.0,1.0,17026.0
0,-209.47500000000002,24.29517322851667,0.0004214376516851205,1.0,1.0,17027.0
