,Hill coefficient,IC50,protocol
0,0.8992899629770746,10.207177132580062,Milnes
0,1.095905704035661,14.417440229453065,Pneg80
0,0.9725875466714307,6.122375238154677,P0
0,0.9952790512310515,12.73821367681402,P40
