,0,1,drug concentration
0,276.40000000000003,276.40000000000003,0.1
1,276.40000000000003,276.40000000000003,0.26366508987303583
2,276.40000000000003,276.40000000000003,0.6951927961775606
3,276.40000000000003,276.40000000000003,1.8329807108324356
4,276.5,276.5,4.832930238571752
5,276.6,276.6,12.742749857031335
6,276.8,276.8,33.59818286283781
7,277.20000000000005,277.20000000000005,88.58667904100822
8,278.1,278.1,233.57214690901213
9,280.0,280.0,615.8482110660261
10,283.8,283.8,1623.776739188721
11,291.6,291.6,4281.332398719395
12,306.8,306.8,11288.378916846883
13,335.70000000000005,335.70000000000005,29763.51441631313
14,385.70000000000005,385.70000000000005,78475.99703514607
15,459.70000000000005,459.70000000000005,206913.808111479
16,548.0,548.0,545559.4781168514
17,635.8000000000001,635.8000000000001,1438449.88828766
18,1000.0,421.8,3792690.190732246
19,1000.0,410.6,10000000.0
