,0,1,drug concentration
0,276.40000000000003,276.40000000000003,0.1
1,276.40000000000003,276.40000000000003,0.26366508987303583
2,276.40000000000003,276.40000000000003,0.6951927961775606
3,276.40000000000003,276.40000000000003,1.8329807108324356
4,276.40000000000003,276.40000000000003,4.832930238571752
5,276.5,276.5,12.742749857031335
6,276.6,276.6,33.59818286283781
7,276.90000000000003,276.90000000000003,88.58667904100822
8,277.5,277.5,233.57214690901213
9,278.8,278.8,615.8482110660261
10,281.6,281.6,1623.776739188721
11,287.40000000000003,287.40000000000003,4281.332398719395
12,299.40000000000003,299.40000000000003,11288.378916846883
13,322.3,322.3,29763.51441631313
14,362.1,362.1,78475.99703514607
15,422.1,422.1,206913.808111479
16,499.20000000000005,499.20000000000005,545559.4781168514
17,584.9000000000001,584.9000000000001,1438449.88828766
18,672.0,672.0,3792690.190732246
19,1000.0,421.0,10000000.0
