,0,1,drug concentration
0,260.20000000000005,260.20000000000005,0.1
1,260.20000000000005,260.20000000000005,0.20691380811147897
2,260.3,260.3,0.42813323987193935
3,260.40000000000003,260.40000000000003,0.8858667904100825
4,260.6,260.6,1.8329807108324356
5,261.0,261.0,3.79269019073225
6,261.8,261.8,7.847599703514611
7,263.20000000000005,263.20000000000005,16.23776739188721
8,266.0,266.0,33.59818286283781
9,271.20000000000005,271.20000000000005,69.51927961775606
10,280.8,280.8,143.8449888287663
11,297.6,297.6,297.6351441631316
12,325.40000000000003,325.40000000000003,615.8482110660261
13,367.1,367.1,1274.2749857031322
14,423.40000000000003,423.40000000000003,2636.6508987303555
15,491.0,491.0,5455.594781168515
16,564.5,564.5,11288.378916846883
17,639.2,639.2,23357.21469090121
18,1000.0,424.40000000000003,48329.30238571752
19,1000.0,416.40000000000003,100000.0
