,0,1,drug concentration
0,260.20000000000005,260.20000000000005,0.1
1,260.20000000000005,260.20000000000005,0.20691380811147897
2,260.3,260.3,0.42813323987193935
3,260.40000000000003,260.40000000000003,0.8858667904100825
4,260.6,260.6,1.8329807108324356
5,261.1,261.1,3.79269019073225
6,262.1,262.1,7.847599703514611
7,264.20000000000005,264.20000000000005,16.23776739188721
8,268.70000000000005,268.70000000000005,33.59818286283781
9,278.20000000000005,278.20000000000005,69.51927961775606
10,298.0,298.0,143.8449888287663
11,337.3,337.3,297.6351441631316
12,410.0,410.0,615.8482110660261
13,525.7,525.7,1274.2749857031322
14,655.4000000000001,655.4000000000001,2636.6508987303555
15,1000.0,415.3,5455.594781168515
16,1000.0,406.70000000000005,11288.378916846883
17,1000.0,407.5,23357.21469090121
18,1000.0,408.6,48329.30238571752
19,1000.0,409.3,100000.0
