,param_id,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,MAE,drug_conc_Hill,peak_current,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance
,param_id,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,Hill_coef,IC50,Vhalf,Kmax,Ku,N,EC50,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,RMSE,MAE,conc_11,conc_11,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29
0,19000.0,0.0,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.9760596938540992,0.9283054803526154,0.8051915002106618,0.5734713922096787,0.3174984806236359,0.1556540939851747,0.0755249714140718,0.0322158917076355,0.0095569211591368,0.0,0.9049764058446984,0.0215227752459014,-7.8585,114.26152076228898,4.617958226257796e-05,1.0,1.0,0.0003162277660168,0.0005455594781168,0.000941204967268,0.0016237767391887,0.0028013567611988,0.0048329302385717,0.0083378222347178,0.0143844988828766,0.0248162892283682,0.0428133239871938,0.0738619982207935,0.1274274985703132,0.2198392648862286,0.3792690190732246,0.6543189129712955,1.128837891684687,1.947483039908753,3.3598182862837778,5.796393953384955,10.0,280.0,282.5,286.8,293.8,305.1,322.70000000000005,348.6,384.7000000000001,431.5,487.7000000000001,549.8000000000001,613.1,673.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,281.1,283.90000000000003,288.6,295.8,307.0,323.70000000000005,347.3,379.1,419.2000000000001,466.5,518.7,573.7,629.4000000000001,684.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,19.79817396397184,12.61538461538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19001.0,0.0,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.9767325521915704,0.930245848479718,0.8105035648627006,0.5848875775282537,0.334645944438676,0.173184361657435,0.08797276612009,0.0382048790873641,0.0113138389321701,0.0,0.8745666056719915,0.0261760755177635,-7.8585,114.26152076228898,5.852447142872203e-05,1.0,1.0,0.0003162277660168,0.0005455594781168,0.000941204967268,0.0016237767391887,0.0028013567611988,0.0048329302385717,0.0083378222347178,0.0143844988828766,0.0248162892283682,0.0428133239871938,0.0738619982207935,0.1274274985703132,0.2198392648862286,0.3792690190732246,0.6543189129712955,1.128837891684687,1.947483039908753,3.3598182862837778,5.796393953384955,10.0,280.0,282.5,286.8,293.8,305.1,322.70000000000005,348.6,384.7000000000001,431.7000000000001,488.1,550.5,614.3000000000001,675.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,281.3,284.20000000000005,288.8,295.8,306.6,322.3,344.6,374.4,411.9,456.4,506.1,558.7,612.5,666.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,28.42396063995196,18.24615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19002.0,0.0,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.9774736047615812,0.9325643853259924,0.8168671422062876,0.5985637247307309,0.3549942479823723,0.1935153601903572,0.1019314414657759,0.0446236644983617,0.0131567077188558,0.0,0.8428420961401267,0.0323274692815453,-7.8585,114.26152076228898,7.416944000350736e-05,1.0,1.0,0.0003162277660168,0.0005455594781168,0.000941204967268,0.0016237767391887,0.0028013567611988,0.0048329302385717,0.0083378222347178,0.0143844988828766,0.0248162892283682,0.0428133239871938,0.0738619982207935,0.1274274985703132,0.2198392648862286,0.3792690190732246,0.6543189129712955,1.128837891684687,1.947483039908753,3.3598182862837778,5.796393953384955,10.0,280.0,282.5,286.8,293.8,305.1,322.70000000000005,348.6,384.8,431.9,488.6,551.4,615.7,677.2,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,281.5,284.40000000000003,288.90000000000003,295.70000000000005,305.90000000000003,320.70000000000005,341.40000000000003,369.0,403.9,445.5,492.30000000000007,542.4,594.1,645.9000000000001,696.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,37.96042473621504,24.60000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19003.0,0.0,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.9783956455516768,0.9355054911818071,0.8245187399416163,0.6161127745770335,0.3810171806397486,0.2198331667366285,0.1212600710137803,0.0559421216799866,0.0200552495908991,0.0051776797462155,0.8024691008643,0.0422191393330387,-7.8585,114.26152076228898,9.39966768795812e-05,1.0,1.0,0.0003162277660168,0.0005796393953384,0.001062467830894,0.0019474830399087,0.003569698846826,0.0065431891297129,0.0119935394620923,0.0219839264886228,0.0402961132020039,0.0738619982207935,0.1353876180022541,0.2481628922836821,0.4548777947003773,0.8337822234717883,1.5283067326587672,2.801356761198864,5.134832907437544,9.41204967268066,17.252105499420374,31.6227766016838,280.0,282.90000000000003,288.0,297.0,312.0,336.0,371.6,420.8,482.5,552.6,624.8000000000001,693.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,281.8,285.1,290.3,298.40000000000003,310.6,328.5,353.6,386.7000000000001,427.7000000000001,475.4,527.5,581.8000000000001,636.7,690.8000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,51.94404842392116,34.108333333333334,31.6227766016838,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19004.0,0.0,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.9738061428775454,0.923561438820032,0.80250407785473,0.5999948431631694,0.3972167680674912,0.2502090004441032,0.1382262637099174,0.0594950173973821,0.0199990750270994,0.0050098309830001,0.7329229325350903,0.0565324882839217,-7.8585,159.6246654299388,0.0001633741470951,1.0,1.0,0.0003162277660168,0.0005796393953384,0.001062467830894,0.0019474830399087,0.003569698846826,0.0065431891297129,0.0119935394620923,0.0219839264886228,0.0402961132020039,0.0738619982207935,0.1353876180022541,0.2481628922836821,0.4548777947003773,0.8337822234717883,1.5283067326587672,2.801356761198864,5.134832907437544,9.41204967268066,17.252105499420374,31.6227766016838,281.40000000000003,285.40000000000003,292.40000000000003,304.5,324.20000000000005,354.6,398.3,456.1,525.7,602.0,679.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,283.40000000000003,287.20000000000005,292.90000000000003,301.40000000000003,313.8,331.1,354.6,384.7000000000001,421.5,464.0,510.7000000000001,559.9,610.0,659.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,77.46715433007721,51.56363636363637,31.6227766016838,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19005.0,0.0,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.9751167649270576,0.9276415503180464,0.8131897340106103,0.6210029735671325,0.4221734175163967,0.2675657403590775,0.1442124576256721,0.0599213542642661,0.0196955933842435,0.0048842869851991,0.7286762216545392,0.0626495231716718,-7.8585,159.6246654299388,0.0002240612046856,1.0,1.0,0.0003162277660168,0.0005796393953384,0.001062467830894,0.0019474830399087,0.003569698846826,0.0065431891297129,0.0119935394620923,0.0219839264886228,0.0402961132020039,0.0738619982207935,0.1353876180022541,0.2481628922836821,0.4548777947003773,0.8337822234717883,1.5283067326587672,2.801356761198864,5.134832907437544,9.41204967268066,17.252105499420374,31.6227766016838,281.40000000000003,285.40000000000003,292.5,304.6,324.40000000000003,355.1,399.2000000000001,457.8,528.8000000000001,607.4000000000001,688.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,283.0,286.5,291.8,299.70000000000005,311.3,327.5,349.6,378.3,413.6,454.9,500.6,549.0,598.7,648.5,697.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,86.01696450013905,57.56363636363637,31.6227766016838,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19006.0,0.0,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.975940418821941,0.9304040334307204,0.8207258287429149,0.6354642672441183,0.4377200232800901,0.275010763551976,0.1434698883792835,0.0574722846522847,0.0184726746516593,0.0045366395077947,0.7351261952929607,0.0642239708425821,-7.8585,159.6246654299388,0.000307291112687,1.0,1.0,0.0003162277660168,0.0005796393953384,0.001062467830894,0.0019474830399087,0.003569698846826,0.0065431891297129,0.0119935394620923,0.0219839264886228,0.0402961132020039,0.0738619982207935,0.1353876180022541,0.2481628922836821,0.4548777947003773,0.8337822234717883,1.5283067326587672,2.801356761198864,5.134832907437544,9.41204967268066,17.252105499420374,31.6227766016838,281.40000000000003,285.5,292.6,304.8,324.8,355.8,400.5,460.2000000000001,533.2,615.0,699.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,282.5,285.8,290.8,298.40000000000003,309.40000000000003,325.1,346.6,374.8,409.7000000000001,450.7000000000001,496.5,545.3000000000001,595.4000000000001,645.6,695.0,1000.0,1000.0,1000.0,1000.0,1000.0,92.79352446059036,62.3090909090909,31.6227766016838,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19007.0,0.0,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.976131809770438,0.931333564257494,0.8240735209594462,0.6408529305024243,0.4404062695914326,0.2693363065338926,0.1330810962462168,0.0489342472101157,0.0126093707521607,0.0,0.7551205462271068,0.059439393031963,-7.8585,159.6246654299388,0.0004214376516851,1.0,1.0,0.0003162277660168,0.0005455594781168,0.000941204967268,0.0016237767391887,0.0028013567611988,0.0048329302385717,0.0083378222347178,0.0143844988828766,0.0248162892283682,0.0428133239871938,0.0738619982207935,0.1274274985703132,0.2198392648862286,0.3792690190732246,0.6543189129712955,1.128837891684687,1.947483039908753,3.3598182862837778,5.796393953384955,10.0,281.5,285.1,291.0,300.8,316.20000000000005,339.5,373.2000000000001,419.1,477.7000000000001,547.6,625.2,703.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,282.0,284.8,288.90000000000003,294.90000000000003,303.5,315.6,332.1,353.90000000000003,381.5,414.8,453.2000000000001,495.6,540.6,586.8000000000001,633.3000000000001,679.3000000000001,1000.0,1000.0,1000.0,1000.0,94.0750365399876,63.34166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19008.0,0.0,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.9759014491752128,0.9310373084969216,0.8240251947139283,0.6404174663836028,0.435470634691334,0.2581916695619538,0.12212809177568,0.0434211836372949,0.0110141132248182,0.0,0.7725205878027254,0.0542318728569388,-7.8585,159.6246654299388,0.0005779851317689,1.0,1.0,0.0003162277660168,0.0005455594781168,0.000941204967268,0.0016237767391887,0.0028013567611988,0.0048329302385717,0.0083378222347178,0.0143844988828766,0.0248162892283682,0.0428133239871938,0.0738619982207935,0.1274274985703132,0.2198392648862286,0.3792690190732246,0.6543189129712955,1.128837891684687,1.947483039908753,3.3598182862837778,5.796393953384955,10.0,281.6,285.20000000000005,291.3,301.20000000000005,316.8,340.6,375.1,422.3,483.1,556.4,637.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,281.8,284.5,288.6,294.6,303.20000000000005,315.5,332.5,355.0,383.5,418.0,457.8,501.6,547.9,595.3000000000001,642.8000000000001,689.6,1000.0,1000.0,1000.0,1000.0,78.91616380115617,52.39090909090911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
