,param_id,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,peak_current,Hill_curve,Hill_curve,param_values,param_values,param_values,param_values,param_values,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,RMSE,MAE,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,drug_conc_Hill,peak_current,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,drug_conc_AP,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_trapping,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,APD_conductance,drug_conc_Hill,peak_current,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,drug_conc_Hill,peak_current,peak_current,peak_current,peak_current,drug_conc_Hill,peak_current,drug_conc_Hill,peak_current
,param_id,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,Hill_coef,IC50,Vhalf,Kmax,Ku,N,EC50,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,conc_0,conc_1,conc_2,conc_3,conc_4,conc_5,conc_6,conc_7,conc_8,conc_9,conc_10,conc_11,conc_12,conc_13,conc_14,conc_15,conc_16,conc_17,conc_18,conc_19,RMSE,MAE,conc_11,conc_12,conc_11,conc_12,conc_13,conc_14,conc_13,conc_14,conc_15,conc_15,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_20,conc_21,conc_22,conc_23,conc_24,conc_25,conc_26,conc_27,conc_28,conc_29,conc_16,conc_16,conc_17,conc_18,conc_19,conc_20,conc_17,conc_18,conc_19,conc_20,conc_21,conc_21,conc_22,conc_22
0,6000.0,0.0,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.978847733203452,0.9380911664966056,0.8344688567685693,0.6309644730049446,0.3689786712440509,0.1652827162338618,0.0625823863664717,0.0208214702522329,0.0052662026440777,0.0,0.9394227993912386,0.0226933182551833,-179.55,155.88726443420438,0.0052751737877221,1.0,1.0,0.0003162277660168,0.0005455594781168,0.000941204967268,0.0016237767391887,0.0028013567611988,0.0048329302385717,0.0083378222347178,0.0143844988828766,0.0248162892283682,0.0428133239871938,0.0738619982207935,0.1274274985703132,0.2198392648862286,0.3792690190732246,0.6543189129712955,1.128837891684687,1.947483039908753,3.3598182862837778,5.796393953384955,10.0,279.3,281.5,285.1,291.5,302.40000000000003,321.20000000000005,352.70000000000005,402.1,469.5,543.9,614.2,676.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,279.8,282.0,285.6,291.40000000000003,300.70000000000005,314.90000000000003,335.90000000000003,365.3,403.7000000000001,450.3,503.2000000000001,559.8000000000001,617.5,675.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,58.228701399453044,37.26666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6001.0,0.0,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.977404610284462,0.9319512356606078,0.8127215444731453,0.5790017137719426,0.3026690196422468,0.1188343225803467,0.0387886102146837,0.0118100089841397,0.0029193386985794,0.0,1.0047870919853004,0.0134251226335105,-179.55,155.88726443420438,0.0542097384755702,1.0,1.0,0.0003162277660168,0.0005455594781168,0.000941204967268,0.0016237767391887,0.0028013567611988,0.0048329302385717,0.0083378222347178,0.0143844988828766,0.0248162892283682,0.0428133239871938,0.0738619982207935,0.1274274985703132,0.2198392648862286,0.3792690190732246,0.6543189129712955,1.128837891684687,1.947483039908753,3.3598182862837778,5.796393953384955,10.0,280.5,283.5,288.6,297.3,311.70000000000005,335.1,371.0,421.2000000000001,483.6,551.2,616.9000000000001,677.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,279.70000000000005,282.1,286.20000000000005,293.0,304.0,321.3,347.0,382.7000000000001,428.6,482.7000000000001,542.1,603.7,665.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,41.86752918432135,30.38333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6002.0,0.0,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,10.0,1.0,0.977397123405655,0.9319504434094752,0.8127542596771449,0.578963426863317,0.3026363789761858,0.1188023387468215,0.0387693264231556,0.0118470825069322,0.0029314495895656,0.0,1.004874058733255,0.013418719290431,-179.55,155.88726443420438,0.0760138578786789,1.0,1.0,0.0003162277660168,0.0005455594781168,0.000941204967268,0.0016237767391887,0.0028013567611988,0.0048329302385717,0.0083378222347178,0.0143844988828766,0.0248162892283682,0.0428133239871938,0.0738619982207935,0.1274274985703132,0.2198392648862286,0.3792690190732246,0.6543189129712955,1.128837891684687,1.947483039908753,3.3598182862837778,5.796393953384955,10.0,280.6,283.70000000000005,288.90000000000003,297.6,312.20000000000005,335.70000000000005,371.5,421.6,483.80000000000007,551.2,616.9000000000001,677.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,279.70000000000005,282.1,286.20000000000005,293.0,304.0,321.3,347.0,382.7000000000001,428.6,482.7000000000001,542.2,603.8000000000001,665.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,41.9445566591582,30.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6003.0,0.0,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,1.0,0.9844807248715376,0.952564793337841,0.864233325887142,0.6699154955205939,0.4016653889638243,0.2068267305390516,0.1192085288811296,0.0747922684393594,0.0408935875357351,0.0164952010087832,0.8652285318615813,0.0051260265247051,-179.55,1214.9015570016766,1.7900000000000005e-05,1.0,1.0,3.1622776601683795e-05,6.158482110660267e-05,0.0001199353946209,0.000233572146909,0.0004548777947003,0.00088586679041,0.001725210549942,0.0033598182862837,0.0065431891297129,0.0127427498570313,0.0248162892283682,0.0483293023857175,0.0941204967268067,0.1832980710832437,0.3569698846826062,0.6951927961775606,1.3538761800225445,2.6366508987303607,5.13483290743756,10.0,278.0,279.5,282.5,288.1,298.70000000000005,318.20000000000005,352.0,405.1,477.4,561.7,648.3000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,280.1,282.90000000000003,287.8,296.1,309.8,331.40000000000003,363.2000000000001,406.3,459.9,520.7,585.1,650.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,24.334562027924598,6.018181818181812,3.1622776601683795,10.0,0.0044765846484592,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,6004.0,0.0,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,1.0,0.9860667929729688,0.9575413406706942,0.8789685983396465,0.7088513946645378,0.4812308257212881,0.3136108247124833,0.2134830445277463,0.1311426433812605,0.0605501594294457,0.0202487146734888,0.696007816342322,0.0201771079080701,-179.55,1214.9015570016766,4.617607212716914e-05,1.0,1.0,3.1622776601683795e-05,6.158482110660267e-05,0.0001199353946209,0.000233572146909,0.0004548777947003,0.00088586679041,0.001725210549942,0.0033598182862837,0.0065431891297129,0.0127427498570313,0.0248162892283682,0.0483293023857175,0.0941204967268067,0.1832980710832437,0.3569698846826062,0.6951927961775606,1.3538761800225445,2.6366508987303607,5.13483290743756,10.0,278.0,279.5,282.40000000000003,288.0,298.5,317.90000000000003,351.6,405.0,478.4,564.7,654.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,281.8,284.90000000000003,289.6,296.90000000000003,307.8,323.6,345.6,374.7000000000001,411.3,454.4,502.4,553.5,605.8000000000001,658.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,60.99859163798934,29.554545454545448,3.1622776601683795,10.0,0.004927259876113,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6005.0,0.0,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,1.0,0.9676112802829092,0.9087749966696468,0.7830330865882446,0.6112885228943763,0.454604506811397,0.3068886643819483,0.1595290594869172,0.0577502799736081,0.0161335927866975,0.0036246692827001,0.665789693080017,0.0384304859499509,-179.55,1214.9015570016766,0.0001191189741393,1.0,1.0,0.0001,0.0001832980710832,0.0003359818286283,0.000615848211066,0.0011288378916846,0.0020691380811147,0.0037926901907322,0.0069519279617756,0.0127427498570313,0.0233572146909012,0.0428133239871939,0.078475997035146,0.1438449888287662,0.2636650898730358,0.4832930238571752,0.8858667904100823,1.623776739188721,2.97635144163132,5.455594781168514,10.0,281.40000000000003,285.5,292.8,305.90000000000003,328.20000000000005,364.4,418.3,489.5,572.6,661.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,284.6,288.5,294.20000000000005,302.3,313.70000000000005,329.20000000000005,349.6,375.6,407.1,443.7000000000001,484.4,527.9,573.0,618.5,663.9000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,96.84311539804983,61.10999999999998,10.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6006.0,0.0,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,1.0,0.9758811113331414,0.9335740945549742,0.8416653622554027,0.6976124916198158,0.5180993837245534,0.312194851109339,0.132626142868599,0.0395821724327611,0.0100723913302659,0.0022088612152668,0.7731354518954417,0.0286174153124122,-179.55,1214.9015570016766,0.0003072875051156,1.0,1.0,0.0001,0.0001832980710832,0.0003359818286283,0.000615848211066,0.0011288378916846,0.0020691380811147,0.0037926901907322,0.0069519279617756,0.0127427498570313,0.0233572146909012,0.0428133239871939,0.078475997035146,0.1438449888287662,0.2636650898730358,0.4832930238571752,0.8858667904100823,1.623776739188721,2.97635144163132,5.455594781168514,10.0,281.40000000000003,285.6,293.0,306.20000000000005,329.0,366.5,423.4,501.1,596.0,696.5,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,280.6,283.0,286.8,292.70000000000005,301.6,314.90000000000003,333.8,359.6,392.9,433.4,479.9,530.3000000000001,582.7,635.6,687.8000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,119.23214331714414,79.94,10.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6007.0,0.0,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,3.1622776601683795,1.0,0.9730162815566044,0.9277979732614662,0.8290773559569297,0.663005286509439,0.4467784916234856,0.2316428414567296,0.0850996449090864,0.0237465888879349,0.0060689708360508,0.001342598683267,0.8366043355053354,0.0161755313997022,-179.55,1214.9015570016766,0.0007927,1.0,1.0,0.0001,0.0001832980710832,0.0003359818286283,0.000615848211066,0.0011288378916846,0.0020691380811147,0.0037926901907322,0.0069519279617756,0.0127427498570313,0.0233572146909012,0.0428133239871939,0.078475997035146,0.1438449888287662,0.2636650898730358,0.4832930238571752,0.8858667904100823,1.623776739188721,2.97635144163132,5.455594781168514,10.0,281.6,285.90000000000003,293.8,307.8,332.40000000000003,373.9,439.8,532.8000000000001,636.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,280.5,283.20000000000005,287.5,294.3,305.1,321.3,344.8,376.8,417.5,465.9,519.6,576.0,633.3000000000001,689.7,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,97.11931379036362,63.67777777777779,10.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6008.0,0.0,3.1622776601683775e-05,9.999999999999996e-05,0.0003162277660168,0.0009999999999999,0.0031622776601683,0.0099999999999999,0.0316227766016837,0.1,0.3162277660168379,1.0,1.0,0.9826837276014708,0.9477564459826172,0.8539300677145188,0.6552035768314092,0.3813422824522876,0.1657347117547373,0.0632976310312241,0.0225536053243947,0.0067146507474728,0.0018064655525427,0.9762575383047626,0.0022370481545258,-179.55,1214.9015570016766,0.01,1.0,1.0,3.1622776601683795e-05,6.158482110660267e-05,0.0001199353946209,0.000233572146909,0.0004548777947003,0.00088586679041,0.001725210549942,0.0033598182862837,0.0065431891297129,0.0127427498570313,0.0248162892283682,0.0483293023857175,0.0941204967268067,0.1832980710832437,0.3569698846826062,0.6951927961775606,1.3538761800225445,2.6366508987303607,5.13483290743756,10.0,279.0,281.5,286.40000000000003,295.8,314.0,348.3,406.9,488.2000000000001,576.6,660.1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,279.1,281.5,286.0,294.3,309.0,333.6,371.4,423.6,487.80000000000007,559.0,632.4000000000001,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,48.76840165517013,31.150000000000006,3.1622776601683795,10.0,0.0004132378981364,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
