,Vhalf,Kmax,Ku,N,EC50,param_id
0,-219.45000000000002,1.0,1e-05,1.0,1.0,24000.0
0,-219.45000000000002,1.0,1.337908816025964e-05,1.0,1.0,24001.0
0,-219.45000000000002,2.340347319320716,1e-05,1.0,1.0,24002.0
0,-219.45000000000002,2.340347319320716,1.337908816025964e-05,1.0,1.0,24003.0
0,-219.45000000000002,5.477225575051662,1e-05,1.0,1.0,24004.0
0,-219.45000000000002,5.477225575051662,1.337908816025964e-05,1.0,1.0,24005.0
0,-219.45000000000002,12.81861019188702,1e-05,1.0,1.0,24006.0
0,-219.45000000000002,12.81861019188702,1.337908816025964e-05,1.0,1.0,24007.0
0,-219.45000000000002,29.999999999999996,1e-05,1.0,1.0,24008.0
0,-219.45000000000002,29.999999999999996,1.337908816025964e-05,1.0,1.0,24009.0
0,-219.45000000000002,55.84,1e-05,1.0,1.0,24010.0
0,-219.45000000000002,55.84,1.337908816025964e-05,1.0,1.0,24011.0
0,-219.45000000000002,435.1869486529291,1e-05,1.0,1.0,24012.0
0,-219.45000000000002,435.1869486529291,1.337908816025964e-05,1.0,1.0,24013.0
0,-219.45000000000002,3391.613185491529,1e-05,1.0,1.0,24014.0
0,-219.45000000000002,3391.613185491529,1.337908816025964e-05,1.0,1.0,24015.0
0,-219.45000000000002,26432.410336767512,1e-05,1.0,1.0,24016.0
0,-219.45000000000002,26432.410336767512,1.337908816025964e-05,1.0,1.0,24017.0
0,-219.45000000000002,205999.99999999994,1e-05,1.0,1.0,24018.0
0,-219.45000000000002,205999.99999999994,1.337908816025964e-05,1.0,1.0,24019.0
0,-219.45000000000002,37350000.00000001,1e-05,1.0,1.0,24020.0
0,-219.45000000000002,37350000.00000001,1.337908816025964e-05,1.0,1.0,24021.0
0,-219.45000000000002,47776898.61884367,1e-05,1.0,1.0,24022.0
0,-219.45000000000002,47776898.61884367,1.337908816025964e-05,1.0,1.0,24023.0
0,-219.45000000000002,61114646.36239009,1e-05,1.0,1.0,24024.0
0,-219.45000000000002,61114646.36239009,1.337908816025964e-05,1.0,1.0,24025.0
0,-219.45000000000002,78175857.11867201,1e-05,1.0,1.0,24026.0
0,-219.45000000000002,78175857.11867201,1.337908816025964e-05,1.0,1.0,24027.0
