,drug_conc,SD,CS
0,0.1,0.06889162903593118,0.06826757473959888
1,0.20691380811147897,0.06842656383213178,0.06759449298298129
2,0.42813323987193935,0.0676918581698718,0.06661515024899173
3,0.8858667904100825,0.06654077490108894,0.06520737430801612
4,1.8329807108324356,0.0647651326005013,0.06322031347824979
5,3.79269019073225,0.062087394212491646,0.06048371708527444
6,7.847599703514611,0.05819157990927796,0.05684070701787656
7,16.23776739188721,0.05281356737989343,0.05219758918752184
8,33.59818286283781,0.0458995998606235,0.04658517836676926
9,69.51927961775606,0.03774458263017661,0.040197809906911096
10,143.8449888287663,0.028947302528924426,0.03336334109952852
11,297.6351441631316,0.020119415623415283,0.026454455748238598
12,615.8482110660261,0.011309648593349243,0.019769508083667914
13,1274.2749857031322,0.001487572972833974,0.013408502849303084
14,2636.6508987303555,-0.018074885632108902,0.007028573626373936
15,5455.594781168515,-0.03499970481268138,-0.02210726292980045
16,11288.378916846883,-0.10455947105371699,-0.019545302920358273
17,23357.21469090121,-0.1045745729602576,-0.01893220899332219
18,48329.30238571752,-0.10514912276030967,-0.03679845245748313
19,100000.0,-0.10562822746442481,-0.10453690437729025
