,Hill coefficient,IC50,protocol
0,0.9848713124316512,6.080644055429594,Milnes
0,1.0312923603601516,7.454202352328571,Pneg80
0,1.0193681261339511,7.073256205811904,P0
0,1.0633825478726386,24.769068414199605,P40
