,0,1,drug concentration
0,279.70000000000005,279.70000000000005,0.1
1,281.1,281.1,0.17252105499420406
2,283.0,283.0,0.29763514416313175
3,285.70000000000005,285.70000000000005,0.5134832907437552
4,289.6,289.6,0.8858667904100825
5,294.90000000000003,294.90000000000003,1.5283067326587687
6,302.20000000000005,302.20000000000005,2.636650898730358
7,312.20000000000005,312.20000000000005,4.548777947003775
8,325.5,325.5,7.847599703514611
9,342.8,342.8,13.538761800225432
10,364.8,364.8,23.357214690901213
11,391.90000000000003,391.90000000000003,40.296113202004
12,424.1,424.1,69.51927961775606
13,461.1,461.1,119.93539462092343
14,502.0,502.0,206.9138081114788
15,545.8000000000001,545.8000000000001,356.9698846826063
16,591.4000000000001,591.4000000000001,615.8482110660261
17,638.1,638.1,1062.4678308940408
18,685.1,685.1,1832.9807108324337
19,1000.0,422.5,3162.2776601683795
