,0,1,drug concentration
0,265.20000000000005,265.20000000000005,0.1
1,267.6,267.6,0.20691380811147897
2,271.1,271.1,0.42813323987193935
3,276.3,276.3,0.8858667904100825
4,283.6,283.6,1.8329807108324356
5,294.0,294.0,3.79269019073225
6,308.3,308.3,7.847599703514611
7,327.3,327.3,16.23776739188721
8,351.6,351.6,33.59818286283781
9,381.70000000000005,381.70000000000005,69.51927961775606
10,417.0,417.0,143.8449888287663
11,456.90000000000003,456.90000000000003,297.6351441631316
12,500.0,500.0,615.8482110660261
13,545.1,545.1,1274.2749857031322
14,590.9000000000001,590.9000000000001,2636.6508987303555
15,636.8000000000001,636.8000000000001,5455.594781168515
16,682.0,682.0,11288.378916846883
17,1000.0,424.6,23357.21469090121
18,1000.0,418.70000000000005,48329.30238571752
19,1000.0,412.5,100000.0
