,0,1,drug concentration
0,281.40000000000003,281.40000000000003,0.1
1,283.1,283.1,0.17252105499420406
2,285.40000000000003,285.40000000000003,0.29763514416313175
3,288.5,288.5,0.5134832907437552
4,292.5,292.5,0.8858667904100825
5,297.8,297.8,1.5283067326587687
6,304.6,304.6,2.636650898730358
7,313.40000000000003,313.40000000000003,4.548777947003775
8,324.40000000000003,324.40000000000003,7.847599703514611
9,338.1,338.1,13.538761800225432
10,354.8,354.8,23.357214690901213
11,374.5,374.5,40.296113202004
12,397.40000000000003,397.40000000000003,69.51927961775606
13,423.3,423.3,119.93539462092343
14,451.8,451.8,206.9138081114788
15,482.4,482.4,356.9698846826063
16,514.7,514.7,615.8482110660261
17,548.0,548.0,1062.4678308940408
18,581.9000000000001,581.9000000000001,1832.9807108324337
19,615.9000000000001,615.9000000000001,3162.2776601683795
