,0,1,drug concentration
0,260.3,260.3,0.1
1,260.3,260.3,0.20691380811147897
2,260.5,260.5,0.42813323987193935
3,260.70000000000005,260.70000000000005,0.8858667904100825
4,261.20000000000005,261.20000000000005,1.8329807108324356
5,262.0,262.0,3.79269019073225
6,263.6,263.6,7.847599703514611
7,266.40000000000003,266.40000000000003,16.23776739188721
8,271.40000000000003,271.40000000000003,33.59818286283781
9,280.3,280.3,69.51927961775606
10,295.90000000000003,295.90000000000003,143.8449888287663
11,322.1,322.1,297.6351441631316
12,363.90000000000003,363.90000000000003,615.8482110660261
13,424.1,424.1,1274.2749857031322
14,498.30000000000007,498.30000000000007,2636.6508987303555
15,575.6,575.6,5455.594781168515
16,648.8000000000001,648.8000000000001,11288.378916846883
17,690.7,743.4000000000001,23357.21469090121
18,1000.0,412.0,48329.30238571752
19,1000.0,407.5,100000.0
