,drug_conc,SD,CS
0,0.1,0.06906557995607293,0.06896155683941793
1,0.1528306732658769,0.06874978289590497,0.06859839405892657
2,0.23357214690901226,0.06827327621099039,0.0680553492698804
3,0.35696988468260643,0.0675611347581318,0.06724865808186421
4,0.5455594781168519,0.06650654496086474,0.06606238632055098
5,0.8337822234717891,0.06496942077304238,0.06434613326194762
6,1.2742749857031335,0.0627785826651308,0.061918272689468395
7,1.9474830399087562,0.05975053618960526,0.05859020779649098
8,2.9763514416313175,0.05572769209791624,0.054215116123174756
9,4.548777947003775,0.050628916864032515,0.04876164353186367
10,6.951927961775605,0.04450140329024912,0.04237441974530648
11,10.624678308940409,0.03754886985353518,0.03537729341347852
12,16.23776739188721,0.030103462743358504,0.02818532755920544
13,24.816289228368237,0.02253513640700073,0.021167072454974855
14,37.926901907322495,0.015066686822385031,0.014499345700988368
15,57.963939533849675,0.007189665754941432,0.007934485243506092
16,88.58667904100822,-0.02513802668492884,-0.023574754127957374
17,135.38761800225433,-0.01868429289221602,-0.019819921596513926
18,206.9138081114788,-0.02055195410431521,-0.018905485219302846
19,316.22776601683796,-0.019374687673254384,-0.03668093703879644
