,0,1,drug concentration
0,260.20000000000005,260.20000000000005,0.1
1,260.20000000000005,260.20000000000005,0.19474830399087562
2,260.3,260.3,0.37926901907322497
3,260.40000000000003,260.40000000000003,0.7386199822079362
4,260.6,260.6,1.438449888287663
5,260.90000000000003,260.90000000000003,2.8013567611988686
6,261.5,261.5,5.45559478116852
7,262.70000000000005,262.70000000000005,10.624678308940409
8,264.8,264.8,20.6913808111479
9,268.6,268.6,40.29611320200404
10,275.3,275.3,78.47599703514615
11,287.0,287.0,152.83067326587687
12,306.40000000000003,306.40000000000003,297.63514416313194
13,336.5,336.5,579.6393953384974
14,379.3,379.3,1128.8378916846884
15,434.40000000000003,434.40000000000003,2198.392648862289
16,498.70000000000005,498.70000000000005,4281.332398719395
17,567.6,567.6,8337.8222347179
18,637.4000000000001,637.4000000000001,16237.767391887242
19,1000.0,423.70000000000005,31622.776601683792
