,Hill coefficient,IC50,protocol
0,0.903319352434385,655.89978885916,Milnes
0,0.9287086997599292,950.4256448676737,Pneg80
0,0.9013412181007494,529.070273371289,P0
0,0.8870317903899716,888.4684637008661,P40
