,0,1,drug concentration
0,260.20000000000005,260.20000000000005,0.1
1,260.20000000000005,260.20000000000005,0.23357214690901226
2,260.20000000000005,260.20000000000005,0.5455594781168519
3,260.20000000000005,260.20000000000005,1.2742749857031335
4,260.20000000000005,260.20000000000005,2.9763514416313175
5,260.3,260.3,6.951927961775605
6,260.40000000000003,260.40000000000003,16.23776739188721
7,260.70000000000005,260.70000000000005,37.926901907322495
8,261.40000000000003,261.40000000000003,88.58667904100822
9,262.90000000000003,262.90000000000003,206.9138081114788
10,266.3,266.3,483.2930238571752
11,273.5,273.5,1128.8378916846884
12,288.6,288.6,2636.6508987303555
13,317.70000000000005,317.70000000000005,6158.482110660255
14,367.20000000000005,367.20000000000005,14384.498882876629
15,438.40000000000003,438.40000000000003,33598.18286283781
16,525.0,525.0,78475.99703514607
17,616.9000000000001,616.9000000000001,183298.07108324338
18,1000.0,423.90000000000003,428133.2398719387
19,1000.0,414.6,1000000.0
